"cellType","ensemblID","geneSet","symbol"
"neutrophil","ENSG00000239998","neut1","LILRA2"
"neutrophil","ENSG00000240682","neut3","ISY1"
"neutrophil","ENSG00000241553","neut3","ARPC4"
"neutrophil","ENSG00000241839","neut3","PLEKHO2"
"neutrophil","ENSG00000241878","neut1","PISD"
"neutrophil","ENSG00000242247","neut4","ARFGAP3"
"neutrophil","ENSG00000242802","neut3","AP5Z1"
"neutrophil","ENSG00000243056","neut3","EIF4EBP3"
"neutrophil","ENSG00000243279","neut3","PRAF2"
"neutrophil","ENSG00000243646","neut6","IL10RB"
"neutrophil","ENSG00000243660","neut2","ZNF487"
"neutrophil","ENSG00000244482","neut5","LILRA6"
"neutrophil","ENSG00000244617","neut1","ASPRV1"
"neutrophil","ENSG00000248099","neut1","INSL3"
"neutrophil","ENSG00000248333","neut1","CDK11B"
"neutrophil","ENSG00000251192","neut4","ZNF674"
"neutrophil","ENSG00000253276","neut1","CCDC71L"
"neutrophil","ENSG00000254087","neut5","LYN"
"neutrophil","ENSG00000254470","neut5","AP5B1"
"neutrophil","ENSG00000255221","neut5","CARD17"
"neutrophil","ENSG00000255398","neut3","HCAR3"
"neutrophil","ENSG00000255423","neut2","EBLN2"
"neutrophil","ENSG00000256683","neut5","ZNF350"
"neutrophil","ENSG00000257335","neut1","MGAM"
"neutrophil","ENSG00000257704","neut3","INAFM1"
"neutrophil","ENSG00000257743","neut2","MGAM2"
"neutrophil","ENSG00000258289","neut2","CHURC1"
"neutrophil","ENSG00000259529","neut1",""
"neutrophil","ENSG00000261371","neut1","PECAM1"
"neutrophil","ENSG00000265808","neut4","SEC22B"
"neutrophil","ENSG00000266094","neut1","RASSF5"
"neutrophil","ENSG00000267385","neut1",""
"neutrophil","ENSG00000269743","neut3","SLC25A53"
"neutrophil","ENSG00000272333","neut1","KMT2B"
"neutrophil","ENSG00000273559","neut1","CWC25"
"neutrophil","ENSG00000274180","neut1","NATD1"
"neutrophil","ENSG00000275700","neut3","AATF"
"neutrophil","ENSG00000277443","neut4","MARCKS"
"neutrophil","ENSG00000277791","neut3","PSMB3"
"neutrophil","ENSG00000278195","neut3","SSTR3"
"lymphocyte","ENSG00000001561","lymp3","ENPP4"
"lymphocyte","ENSG00000001629","lymp3","ANKIB1"
"lymphocyte","ENSG00000002586","lymp2","CD99"
"lymphocyte","ENSG00000004139","lymp2","SARM1"
"lymphocyte","ENSG00000004487","lymp1","KDM1A"
"lymphocyte","ENSG00000004700","lymp3","RECQL"
"lymphocyte","ENSG00000004766","lymp3","VPS50"
"lymphocyte","ENSG00000005059","lymp4","MCUB"
"lymphocyte","ENSG00000005471","lymp2","ABCB4"
"lymphocyte","ENSG00000005700","lymp3","IBTK"
"lymphocyte","ENSG00000005810","lymp3","MYCBP2"
"lymphocyte","ENSG00000006530","lymp3","AGK"
"lymphocyte","ENSG00000006607","lymp1","FARP2"
"lymphocyte","ENSG00000006695","lymp1","COX10"
"lymphocyte","ENSG00000006744","lymp1","ELAC2"
"lymphocyte","ENSG00000007312","lymp2","CD79B"
"lymphocyte","ENSG00000007923","lymp1","DNAJC11"
"lymphocyte","ENSG00000008838","lymp1","MED24"
"lymphocyte","ENSG00000008853","lymp2","RHOBTB2"
"lymphocyte","ENSG00000008988","lymp2","RPS20"
"lymphocyte","ENSG00000009954","lymp1","BAZ1B"
"lymphocyte","ENSG00000010165","lymp1","METTL13"
"lymphocyte","ENSG00000010810","lymp2","FYN"
"lymphocyte","ENSG00000011007","lymp1","TCEB3"
"lymphocyte","ENSG00000011376","lymp1","LARS2"
"lymphocyte","ENSG00000011485","lymp1","PPP5C"
"lymphocyte","ENSG00000011590","lymp2","ZBTB32"
"lymphocyte","ENSG00000012963","lymp2","UBR7"
"lymphocyte","ENSG00000013523","lymp1","ANGEL1"
"lymphocyte","ENSG00000013573","lymp1","DDX11"
"lymphocyte","ENSG00000014641","lymp3","MDH1"
"lymphocyte","ENSG00000015133","lymp1","CCDC88C"
"lymphocyte","ENSG00000018189","lymp4","RUFY3"
"lymphocyte","ENSG00000018699","lymp3","TTC27"
"lymphocyte","ENSG00000020129","lymp1","NCDN"
"lymphocyte","ENSG00000020577","lymp4","SAMD4A"
"lymphocyte","ENSG00000021300","lymp1","PLEKHB1"
"lymphocyte","ENSG00000023516","lymp3","AKAP11"
"lymphocyte","ENSG00000026025","lymp0","VIM"
"lymphocyte","ENSG00000027001","lymp3","MIPEP"
"lymphocyte","ENSG00000028203","lymp3","VEZT"
"lymphocyte","ENSG00000029534","lymp2","ANK1"
"lymphocyte","ENSG00000029639","lymp2","TFB1M"
"lymphocyte","ENSG00000033170","lymp2","FUT8"
"lymphocyte","ENSG00000033867","lymp3","SLC4A7"
"lymphocyte","ENSG00000035720","lymp4","STAP1"
"lymphocyte","ENSG00000035928","lymp3","RFC1"
"lymphocyte","ENSG00000036549","lymp3","ZZZ3"
"lymphocyte","ENSG00000037757","lymp2","MRI1"
"lymphocyte","ENSG00000038382","lymp1","TRIO"
"lymphocyte","ENSG00000040199","lymp3","PHLPP2"
"lymphocyte","ENSG00000041880","lymp2","PARP3"
"lymphocyte","ENSG00000042088","lymp2","TDP1"
"lymphocyte","ENSG00000042286","lymp1","AIFM2"
"lymphocyte","ENSG00000043143","lymp1","JADE2"
"lymphocyte","ENSG00000046647","lymp2","GEMIN8"
"lymphocyte","ENSG00000047849","lymp1","MAP4"
"lymphocyte","ENSG00000048028","lymp2","USP28"
"lymphocyte","ENSG00000048052","lymp3","HDAC9"
"lymphocyte","ENSG00000048471","lymp2","SNX29"
"lymphocyte","ENSG00000048991","lymp2","R3HDM1"
"lymphocyte","ENSG00000050426","lymp1","LETMD1"
"lymphocyte","ENSG00000051825","lymp3","MPHOSPH9"
"lymphocyte","ENSG00000054277","lymp1","OPN3"
"lymphocyte","ENSG00000055044","lymp3","NOP58"
"lymphocyte","ENSG00000058056","lymp2","USP13"
"lymphocyte","ENSG00000058335","lymp2","RASGRF1"
"lymphocyte","ENSG00000058600","lymp1","POLR3E"
"lymphocyte","ENSG00000059122","lymp1","FLYWCH1"
"lymphocyte","ENSG00000059573","lymp2","ALDH18A1"
"lymphocyte","ENSG00000059588","lymp2","TARBP1"
"lymphocyte","ENSG00000061794","lymp3","MRPS35"
"lymphocyte","ENSG00000063587","lymp1","ZNF275"
"lymphocyte","ENSG00000064886","lymp2","CHI3L2"
"lymphocyte","ENSG00000064933","lymp3","PMS1"
"lymphocyte","ENSG00000065150","lymp3","IPO5"
"lymphocyte","ENSG00000065802","lymp1","ASB1"
"lymphocyte","ENSG00000066044","lymp3","ELAVL1"
"lymphocyte","ENSG00000066117","lymp1","SMARCD1"
"lymphocyte","ENSG00000066923","lymp2","STAG3"
"lymphocyte","ENSG00000066933","lymp3","MYO9A"
"lymphocyte","ENSG00000067057","lymp1","PFKP"
"lymphocyte","ENSG00000067704","lymp3","IARS2"
"lymphocyte","ENSG00000068654","lymp1","POLR1A"
"lymphocyte","ENSG00000068724","lymp1","TTC7A"
"lymphocyte","ENSG00000069275","lymp3","NUCKS1"
"lymphocyte","ENSG00000069493","lymp2","CLEC2D"
"lymphocyte","ENSG00000069966","lymp2","GNB5"
"lymphocyte","ENSG00000070770","lymp1","CSNK2A2"
"lymphocyte","ENSG00000070785","lymp1","EIF2B3"
"lymphocyte","ENSG00000070814","lymp1","TCOF1"
"lymphocyte","ENSG00000071082","lymp2","RPL31"
"lymphocyte","ENSG00000071564","lymp2","TCF3"
"lymphocyte","ENSG00000071794","lymp3","HLTF"
"lymphocyte","ENSG00000072042","lymp3","RDH11"
"lymphocyte","ENSG00000072858","lymp2","SIDT1"
"lymphocyte","ENSG00000073849","lymp2","ST6GAL1"
"lymphocyte","ENSG00000073861","lymp2","TBX21"
"lymphocyte","ENSG00000073969","lymp3","NSF"
"lymphocyte","ENSG00000074201","lymp1","CLNS1A"
"lymphocyte","ENSG00000074657","lymp1","ZNF532"
"lymphocyte","ENSG00000074695","lymp3","LMAN1"
"lymphocyte","ENSG00000075239","lymp1","ACAT1"
"lymphocyte","ENSG00000075275","lymp1","CELSR1"
"lymphocyte","ENSG00000075340","lymp2","ADD2"
"lymphocyte","ENSG00000075407","lymp3","ZNF37A"
"lymphocyte","ENSG00000075568","lymp3","TMEM131"
"lymphocyte","ENSG00000075945","lymp3","KIFAP3"
"lymphocyte","ENSG00000076003","lymp2","MCM6"
"lymphocyte","ENSG00000076248","lymp2","UNG"
"lymphocyte","ENSG00000076554","lymp3","TPD52"
"lymphocyte","ENSG00000076770","lymp3","MBNL3"
"lymphocyte","ENSG00000077232","lymp3","DNAJC10"
"lymphocyte","ENSG00000077312","lymp1","SNRPA"
"lymphocyte","ENSG00000077380","lymp4","DYNC1I2"
"lymphocyte","ENSG00000077713","lymp3","SLC25A43"
"lymphocyte","ENSG00000078246","lymp1","TULP3"
"lymphocyte","ENSG00000078403","lymp3","MLLT10"
"lymphocyte","ENSG00000079785","lymp3","DDX1"
"lymphocyte","ENSG00000081052","lymp2","COL4A4"
"lymphocyte","ENSG00000081189","lymp2","MEF2C"
"lymphocyte","ENSG00000081307","lymp3","UBA5"
"lymphocyte","ENSG00000081985","lymp0","IL12RB2"
"lymphocyte","ENSG00000082438","lymp2","COBLL1"
"lymphocyte","ENSG00000082512","lymp2","TRAF5"
"lymphocyte","ENSG00000082516","lymp3","GEMIN5"
"lymphocyte","ENSG00000082641","lymp4","NFE2L1"
"lymphocyte","ENSG00000083093","lymp3","PALB2"
"lymphocyte","ENSG00000083097","lymp3","DOPEY1"
"lymphocyte","ENSG00000083720","lymp2","OXCT1"
"lymphocyte","ENSG00000084072","lymp1","PPIE"
"lymphocyte","ENSG00000084090","lymp3","STARD7"
"lymphocyte","ENSG00000084092","lymp2","NOA1"
"lymphocyte","ENSG00000084444","lymp4","FAM234B"
"lymphocyte","ENSG00000084652","lymp1","TXLNA"
"lymphocyte","ENSG00000084774","lymp2","CAD"
"lymphocyte","ENSG00000085415","lymp3","SEH1L"
"lymphocyte","ENSG00000085563","lymp0","ABCB1"
"lymphocyte","ENSG00000085788","lymp3","DDHD2"
"lymphocyte","ENSG00000085982","lymp1","USP40"
"lymphocyte","ENSG00000085998","lymp1","POMGNT1"
"lymphocyte","ENSG00000086232","lymp3","EIF2AK1"
"lymphocyte","ENSG00000086712","lymp3","TXLNG"
"lymphocyte","ENSG00000087053","lymp3","MTMR2"
"lymphocyte","ENSG00000087263","lymp3","OGFOD1"
"lymphocyte","ENSG00000087269","lymp1","NOP14"
"lymphocyte","ENSG00000087470","lymp3","DNM1L"
"lymphocyte","ENSG00000088766","lymp3","CRLS1"
"lymphocyte","ENSG00000089009","lymp2","RPL6"
"lymphocyte","ENSG00000089050","lymp3","RBBP9"
"lymphocyte","ENSG00000089091","lymp3","DZANK1"
"lymphocyte","ENSG00000089094","lymp1","KDM2B"
"lymphocyte","ENSG00000089154","lymp1","GCN1"
"lymphocyte","ENSG00000089157","lymp2","RPLP0"
"lymphocyte","ENSG00000089177","lymp1","KIF16B"
"lymphocyte","ENSG00000089220","lymp2","PEBP1"
"lymphocyte","ENSG00000089335","lymp3","ZNF302"
"lymphocyte","ENSG00000090470","lymp1","PDCD7"
"lymphocyte","ENSG00000090565","lymp1","RAB11FIP3"
"lymphocyte","ENSG00000090621","lymp1","PABPC4"
"lymphocyte","ENSG00000090861","lymp1","AARS"
"lymphocyte","ENSG00000091127","lymp3","PUS7"
"lymphocyte","ENSG00000091483","lymp3","FH"
"lymphocyte","ENSG00000091490","lymp2","SEL1L3"
"lymphocyte","ENSG00000091972","lymp0","CD200"
"lymphocyte","ENSG00000092820","lymp1","EZR"
"lymphocyte","ENSG00000094841","lymp3","UPRT"
"lymphocyte","ENSG00000094880","lymp3","CDC23"
"lymphocyte","ENSG00000094916","lymp2","CBX5"
"lymphocyte","ENSG00000095002","lymp3","MSH2"
"lymphocyte","ENSG00000095319","lymp1","NUP188"
"lymphocyte","ENSG00000095585","lymp2","BLNK"
"lymphocyte","ENSG00000096433","lymp1","ITPR3"
"lymphocyte","ENSG00000097007","lymp1","ABL1"
"lymphocyte","ENSG00000100077","lymp1","GRK3"
"lymphocyte","ENSG00000100129","lymp2","EIF3L"
"lymphocyte","ENSG00000100220","lymp4","RTCB"
"lymphocyte","ENSG00000100225","lymp1","FBXO7"
"lymphocyte","ENSG00000100316","lymp2","RPL3"
"lymphocyte","ENSG00000100335","lymp1","MIEF1"
"lymphocyte","ENSG00000100347","lymp1","SAMM50"
"lymphocyte","ENSG00000100351","lymp2","GRAP2"
"lymphocyte","ENSG00000100379","lymp1","KCTD17"
"lymphocyte","ENSG00000100385","lymp2","IL2RB"
"lymphocyte","ENSG00000100403","lymp1","ZC3H7B"
"lymphocyte","ENSG00000100412","lymp1","ACO2"
"lymphocyte","ENSG00000100442","lymp3","FKBP3"
"lymphocyte","ENSG00000100445","lymp1","SDR39U1"
"lymphocyte","ENSG00000100528","lymp3","CNIH1"
"lymphocyte","ENSG00000100575","lymp2","TIMM9"
"lymphocyte","ENSG00000100577","lymp2","GSTZ1"
"lymphocyte","ENSG00000100580","lymp3","TMED8"
"lymphocyte","ENSG00000100714","lymp2","MTHFD1"
"lymphocyte","ENSG00000100721","lymp2","TCL1A"
"lymphocyte","ENSG00000100814","lymp2","CCNB1IP1"
"lymphocyte","ENSG00000100823","lymp2","APEX1"
"lymphocyte","ENSG00000100889","lymp1","PCK2"
"lymphocyte","ENSG00000101017","lymp4","CD40"
"lymphocyte","ENSG00000101019","lymp1","UQCC1"
"lymphocyte","ENSG00000101057","lymp2","MYBL2"
"lymphocyte","ENSG00000101194","lymp2","SLC17A9"
"lymphocyte","ENSG00000101224","lymp2","CDC25B"
"lymphocyte","ENSG00000101445","lymp2","PPP1R16B"
"lymphocyte","ENSG00000101546","lymp2","RBFA"
"lymphocyte","ENSG00000101557","lymp3","USP14"
"lymphocyte","ENSG00000101901","lymp3","ALG13"
"lymphocyte","ENSG00000101911","lymp4","PRPS2"
"lymphocyte","ENSG00000102054","lymp3","RBBP7"
"lymphocyte","ENSG00000102181","lymp1","CD99L2"
"lymphocyte","ENSG00000102221","lymp2","JADE3"
"lymphocyte","ENSG00000102226","lymp1","USP11"
"lymphocyte","ENSG00000102390","lymp1","PBDC1"
"lymphocyte","ENSG00000102763","lymp3","VWA8"
"lymphocyte","ENSG00000102781","lymp2","KATNAL1"
"lymphocyte","ENSG00000102898","lymp2","NUTF2"
"lymphocyte","ENSG00000103018","lymp3","CYB5B"
"lymphocyte","ENSG00000103047","lymp1","TANGO6"
"lymphocyte","ENSG00000103148","lymp1","NPRL3"
"lymphocyte","ENSG00000103264","lymp1","FBXO31"
"lymphocyte","ENSG00000103353","lymp1","UBFD1"
"lymphocyte","ENSG00000103356","lymp1","EARS2"
"lymphocyte","ENSG00000103365","lymp1","GGA2"
"lymphocyte","ENSG00000103423","lymp1","DNAJA3"
"lymphocyte","ENSG00000103522","lymp2","IL21R"
"lymphocyte","ENSG00000103544","lymp1","C16orf62"
"lymphocyte","ENSG00000103811","lymp1","CTSH"
"lymphocyte","ENSG00000103932","lymp1","RPAP1"
"lymphocyte","ENSG00000104228","lymp1","TRIM35"
"lymphocyte","ENSG00000104381","lymp4","GDAP1"
"lymphocyte","ENSG00000104408","lymp2","EIF3E"
"lymphocyte","ENSG00000104432","lymp2","IL7"
"lymphocyte","ENSG00000104442","lymp3","ARMC1"
"lymphocyte","ENSG00000104524","lymp2","PYCRL"
"lymphocyte","ENSG00000104549","lymp3","SQLE"
"lymphocyte","ENSG00000104635","lymp1","SLC39A14"
"lymphocyte","ENSG00000104814","lymp2","MAP4K1"
"lymphocyte","ENSG00000104921","lymp1","FCER2"
"lymphocyte","ENSG00000104964","lymp1","AES"
"lymphocyte","ENSG00000104970","lymp2","KIR3DX1"
"lymphocyte","ENSG00000104998","lymp2","IL27RA"
"lymphocyte","ENSG00000105176","lymp3","URI1"
"lymphocyte","ENSG00000105197","lymp1","TIMM50"
"lymphocyte","ENSG00000105246","lymp2","EBI3"
"lymphocyte","ENSG00000105369","lymp2","CD79A"
"lymphocyte","ENSG00000105373","lymp2","GLTSCR2"
"lymphocyte","ENSG00000105429","lymp1","MEGF8"
"lymphocyte","ENSG00000105447","lymp1","GRWD1"
"lymphocyte","ENSG00000105486","lymp2","LIG1"
"lymphocyte","ENSG00000105492","lymp2","SIGLEC6"
"lymphocyte","ENSG00000105497","lymp3","ZNF175"
"lymphocyte","ENSG00000105552","lymp2","BCAT2"
"lymphocyte","ENSG00000105738","lymp2","SIPA1L3"
"lymphocyte","ENSG00000105829","lymp3","BET1"
"lymphocyte","ENSG00000106086","lymp3","PLEKHA8"
"lymphocyte","ENSG00000106263","lymp1","EIF3B"
"lymphocyte","ENSG00000106367","lymp1","AP1S1"
"lymphocyte","ENSG00000106443","lymp3","PHF14"
"lymphocyte","ENSG00000106554","lymp2","CHCHD3"
"lymphocyte","ENSG00000106628","lymp1","POLD2"
"lymphocyte","ENSG00000106665","lymp2","CLIP2"
"lymphocyte","ENSG00000106692","lymp3","FKTN"
"lymphocyte","ENSG00000106771","lymp3","TMEM245"
"lymphocyte","ENSG00000107164","lymp3","FUBP3"
"lymphocyte","ENSG00000107438","lymp1","PDLIM1"
"lymphocyte","ENSG00000107672","lymp3","NSMCE4A"
"lymphocyte","ENSG00000107742","lymp2","SPOCK2"
"lymphocyte","ENSG00000107815","lymp2","TWNK"
"lymphocyte","ENSG00000107829","lymp1","FBXW4"
"lymphocyte","ENSG00000108010","lymp3","GLRX3"
"lymphocyte","ENSG00000108091","lymp3","CCDC6"
"lymphocyte","ENSG00000108262","lymp1","GIT1"
"lymphocyte","ENSG00000108344","lymp1","PSMD3"
"lymphocyte","ENSG00000108433","lymp1","GOSR2"
"lymphocyte","ENSG00000108439","lymp1","PNPO"
"lymphocyte","ENSG00000108474","lymp1","PIGL"
"lymphocyte","ENSG00000108559","lymp1","NUP88"
"lymphocyte","ENSG00000108561","lymp2","C1QBP"
"lymphocyte","ENSG00000108578","lymp2","BLMH"
"lymphocyte","ENSG00000108963","lymp2","DPH1"
"lymphocyte","ENSG00000109436","lymp2","TBC1D9"
"lymphocyte","ENSG00000109685","lymp1","WHSC1"
"lymphocyte","ENSG00000109762","lymp2","SNX25"
"lymphocyte","ENSG00000110031","lymp2","LPXN"
"lymphocyte","ENSG00000110107","lymp1","PRPF19"
"lymphocyte","ENSG00000110108","lymp1","TMEM109"
"lymphocyte","ENSG00000110218","lymp4","PANX1"
"lymphocyte","ENSG00000110583","lymp2","NAA40"
"lymphocyte","ENSG00000110777","lymp2","POU2AF1"
"lymphocyte","ENSG00000110851","lymp3","PRDM4"
"lymphocyte","ENSG00000110871","lymp1","COQ5"
"lymphocyte","ENSG00000110955","lymp1","ATP5B"
"lymphocyte","ENSG00000110987","lymp2","BCL7A"
"lymphocyte","ENSG00000111142","lymp3","METAP2"
"lymphocyte","ENSG00000111145","lymp3","ELK3"
"lymphocyte","ENSG00000111300","lymp3","NAA25"
"lymphocyte","ENSG00000111361","lymp3","EIF2B1"
"lymphocyte","ENSG00000111371","lymp3","SLC38A1"
"lymphocyte","ENSG00000111530","lymp3","CAND1"
"lymphocyte","ENSG00000111602","lymp1","TIMELESS"
"lymphocyte","ENSG00000111667","lymp1","USP5"
"lymphocyte","ENSG00000111716","lymp2","LDHB"
"lymphocyte","ENSG00000111727","lymp3","HCFC2"
"lymphocyte","ENSG00000111732","lymp2","AICDA"
"lymphocyte","ENSG00000111906","lymp2","HDDC2"
"lymphocyte","ENSG00000111962","lymp1","UST"
"lymphocyte","ENSG00000112118","lymp2","MCM3"
"lymphocyte","ENSG00000112130","lymp1","RNF8"
"lymphocyte","ENSG00000112159","lymp2","MDN1"
"lymphocyte","ENSG00000112182","lymp2","BACH2"
"lymphocyte","ENSG00000112208","lymp2","BAG2"
"lymphocyte","ENSG00000112249","lymp4","ASCC3"
"lymphocyte","ENSG00000112294","lymp2","ALDH5A1"
"lymphocyte","ENSG00000112306","lymp2","RPS12"
"lymphocyte","ENSG00000112425","lymp3","EPM2A"
"lymphocyte","ENSG00000112685","lymp4","EXOC2"
"lymphocyte","ENSG00000112799","lymp2","LY86"
"lymphocyte","ENSG00000112941","lymp1","PAPD7"
"lymphocyte","ENSG00000112992","lymp3","NNT"
"lymphocyte","ENSG00000112996","lymp3","MRPS30"
"lymphocyte","ENSG00000113048","lymp2","MRPS27"
"lymphocyte","ENSG00000113140","lymp0","SPARC"
"lymphocyte","ENSG00000113360","lymp1","DROSHA"
"lymphocyte","ENSG00000113522","lymp3","RAD50"
"lymphocyte","ENSG00000113621","lymp3","TXNDC15"
"lymphocyte","ENSG00000113649","lymp3","TCERG1"
"lymphocyte","ENSG00000113716","lymp1","HMGXB3"
"lymphocyte","ENSG00000114013","lymp4","CD86"
"lymphocyte","ENSG00000114021","lymp3","NIT2"
"lymphocyte","ENSG00000114054","lymp1","PCCB"
"lymphocyte","ENSG00000114062","lymp3","UBE3A"
"lymphocyte","ENSG00000114423","lymp3","CBLB"
"lymphocyte","ENSG00000114446","lymp2","IFT57"
"lymphocyte","ENSG00000114503","lymp3","NCBP2"
"lymphocyte","ENSG00000114544","lymp1","SLC41A3"
"lymphocyte","ENSG00000114686","lymp3","MRPL3"
"lymphocyte","ENSG00000114779","lymp2","ABHD14B"
"lymphocyte","ENSG00000114942","lymp2","EEF1B2"
"lymphocyte","ENSG00000115073","lymp1","ACTR1B"
"lymphocyte","ENSG00000115282","lymp1","TTC31"
"lymphocyte","ENSG00000115364","lymp3","MRPL19"
"lymphocyte","ENSG00000115365","lymp3","LANCL1"
"lymphocyte","ENSG00000115392","lymp3","FANCL"
"lymphocyte","ENSG00000115525","lymp4","ST3GAL5"
"lymphocyte","ENSG00000115526","lymp2","CHST10"
"lymphocyte","ENSG00000115687","lymp2","PASK"
"lymphocyte","ENSG00000115694","lymp1","STK25"
"lymphocyte","ENSG00000115806","lymp1","GORASP2"
"lymphocyte","ENSG00000115825","lymp3","PRKD3"
"lymphocyte","ENSG00000115827","lymp3","DCAF17"
"lymphocyte","ENSG00000115902","lymp1","SLC1A4"
"lymphocyte","ENSG00000116120","lymp1","FARSB"
"lymphocyte","ENSG00000116127","lymp1","ALMS1"
"lymphocyte","ENSG00000116138","lymp3","DNAJC16"
"lymphocyte","ENSG00000116199","lymp3","FAM20B"
"lymphocyte","ENSG00000116221","lymp1","MRPL37"
"lymphocyte","ENSG00000116251","lymp2","RPL22"
"lymphocyte","ENSG00000116455","lymp1","WDR77"
"lymphocyte","ENSG00000116649","lymp1","SRM"
"lymphocyte","ENSG00000116704","lymp3","SLC35D1"
"lymphocyte","ENSG00000116771","lymp2","AGMAT"
"lymphocyte","ENSG00000116874","lymp1","WARS2"
"lymphocyte","ENSG00000116984","lymp3","MTR"
"lymphocyte","ENSG00000117009","lymp4","KMO"
"lymphocyte","ENSG00000117020","lymp4","AKT3"
"lymphocyte","ENSG00000117054","lymp3","ACADM"
"lymphocyte","ENSG00000117090","lymp4","SLAMF1"
"lymphocyte","ENSG00000117174","lymp3","ZNHIT6"
"lymphocyte","ENSG00000117215","lymp2","PLA2G2D"
"lymphocyte","ENSG00000117280","lymp1","RAB29"
"lymphocyte","ENSG00000117322","lymp2","CR2"
"lymphocyte","ENSG00000117408","lymp1","IPO13"
"lymphocyte","ENSG00000117543","lymp2","DPH5"
"lymphocyte","ENSG00000117597","lymp1","DIEXF"
"lymphocyte","ENSG00000117602","lymp3","RCAN3"
"lymphocyte","ENSG00000117791","lymp2","MARC2"
"lymphocyte","ENSG00000117899","lymp4","MESDC2"
"lymphocyte","ENSG00000118058","lymp1","KMT2A"
"lymphocyte","ENSG00000118096","lymp1","IFT46"
"lymphocyte","ENSG00000118418","lymp3","HMGN3"
"lymphocyte","ENSG00000118600","lymp3","TMEM5"
"lymphocyte","ENSG00000118922","lymp2","KLF12"
"lymphocyte","ENSG00000118961","lymp2","LDAH"
"lymphocyte","ENSG00000119041","lymp3","GTF3C3"
"lymphocyte","ENSG00000119138","lymp3","KLF9"
"lymphocyte","ENSG00000119185","lymp3","ITGB1BP1"
"lymphocyte","ENSG00000119203","lymp3","CPSF3"
"lymphocyte","ENSG00000119242","lymp1","CCDC92"
"lymphocyte","ENSG00000119285","lymp2","HEATR1"
"lymphocyte","ENSG00000119333","lymp1","WDR34"
"lymphocyte","ENSG00000119383","lymp1","PTPA"
"lymphocyte","ENSG00000119509","lymp0","INVS"
"lymphocyte","ENSG00000119673","lymp1","ACOT2"
"lymphocyte","ENSG00000119684","lymp1","MLH3"
"lymphocyte","ENSG00000119688","lymp1","ABCD4"
"lymphocyte","ENSG00000119718","lymp1","EIF2B2"
"lymphocyte","ENSG00000119771","lymp1","KLHL29"
"lymphocyte","ENSG00000119812","lymp3","FAM98A"
"lymphocyte","ENSG00000119866","lymp2","BCL11A"
"lymphocyte","ENSG00000119965","lymp3","C10orf88"
"lymphocyte","ENSG00000119969","lymp2","HELLS"
"lymphocyte","ENSG00000119977","lymp2","TCTN3"
"lymphocyte","ENSG00000120008","lymp3","WDR11"
"lymphocyte","ENSG00000120162","lymp1","MOB3B"
"lymphocyte","ENSG00000120253","lymp3","NUP43"
"lymphocyte","ENSG00000120254","lymp1","MTHFD1L"
"lymphocyte","ENSG00000120278","lymp2","PLEKHG1"
"lymphocyte","ENSG00000120370","lymp3","GORAB"
"lymphocyte","ENSG00000120526","lymp4","NUDCD1"
"lymphocyte","ENSG00000120685","lymp3","PROSER1"
"lymphocyte","ENSG00000120699","lymp3","EXOSC8"
"lymphocyte","ENSG00000120784","lymp3","ZFP30"
"lymphocyte","ENSG00000120800","lymp3","UTP20"
"lymphocyte","ENSG00000120802","lymp3","TMPO"
"lymphocyte","ENSG00000120875","lymp2","DUSP4"
"lymphocyte","ENSG00000120910","lymp1","PPP3CC"
"lymphocyte","ENSG00000120942","lymp1","UBIAD1"
"lymphocyte","ENSG00000120963","lymp3","ZNF706"
"lymphocyte","ENSG00000121289","lymp1","CEP89"
"lymphocyte","ENSG00000121406","lymp1","ZNF549"
"lymphocyte","ENSG00000121594","lymp4","CD80"
"lymphocyte","ENSG00000121892","lymp3","PDS5A"
"lymphocyte","ENSG00000121940","lymp3","CLCC1"
"lymphocyte","ENSG00000122203","lymp1","KIAA1191"
"lymphocyte","ENSG00000122224","lymp2","LY9"
"lymphocyte","ENSG00000122376","lymp3","FAM35A"
"lymphocyte","ENSG00000122406","lymp2","RPL5"
"lymphocyte","ENSG00000122729","lymp1","ACO1"
"lymphocyte","ENSG00000123064","lymp1","DDX54"
"lymphocyte","ENSG00000123095","lymp2","BHLHE41"
"lymphocyte","ENSG00000123338","lymp0","NCKAP1L"
"lymphocyte","ENSG00000123352","lymp2","SPATS2"
"lymphocyte","ENSG00000123473","lymp3","STIL"
"lymphocyte","ENSG00000123552","lymp3","USP45"
"lymphocyte","ENSG00000123600","lymp3","METTL8"
"lymphocyte","ENSG00000123992","lymp1","DNPEP"
"lymphocyte","ENSG00000124177","lymp1","CHD6"
"lymphocyte","ENSG00000124181","lymp1","PLCG1"
"lymphocyte","ENSG00000124243","lymp2","BCAS4"
"lymphocyte","ENSG00000124275","lymp3","MTRR"
"lymphocyte","ENSG00000124299","lymp1","PEPD"
"lymphocyte","ENSG00000124571","lymp1","XPO5"
"lymphocyte","ENSG00000124721","lymp2","DNAH8"
"lymphocyte","ENSG00000124942","lymp1","AHNAK"
"lymphocyte","ENSG00000125124","lymp3","BBS2"
"lymphocyte","ENSG00000125245","lymp2","GPR18"
"lymphocyte","ENSG00000125246","lymp2","CLYBL"
"lymphocyte","ENSG00000125249","lymp3","RAP2A"
"lymphocyte","ENSG00000125354","lymp2","SEPT6"
