"cellType","ensemblID","geneSet","symbol"
"unassigned","ENSG00000111850","unma0","SMIM8"
"unassigned","ENSG00000111860","unma3","CEP85L"
"unassigned","ENSG00000111863","unma0","ADTRP"
"unassigned","ENSG00000111875","unma15","ASF1A"
"unassigned","ENSG00000111877","unma6","MCM9"
"unassigned","ENSG00000111880","unma6","RNGTT"
"unassigned","ENSG00000111885","unma7","MAN1A1"
"unassigned","ENSG00000111886","unma0","GABRR2"
"unassigned","ENSG00000111911","unma19","HINT3"
"unassigned","ENSG00000111981","unma0","ULBP1"
"unassigned","ENSG00000112029","unma2","FBXO5"
"unassigned","ENSG00000112031","unma0","MTRF1L"
"unassigned","ENSG00000112033","unma21","PPARD"
"unassigned","ENSG00000112039","unma1","FANCE"
"unassigned","ENSG00000112110","unma8","MRPL18"
"unassigned","ENSG00000112115","unma0","IL17A"
"unassigned","ENSG00000112139","unma0","MDGA1"
"unassigned","ENSG00000112144","unma2","ICK"
"unassigned","ENSG00000112146","unma6","FBXO9"
"unassigned","ENSG00000112149","unma8","CD83"
"unassigned","ENSG00000112200","unma2","ZNF451"
"unassigned","ENSG00000112234","unma6","FBXL4"
"unassigned","ENSG00000112245","unma7","PTP4A1"
"unassigned","ENSG00000112282","unma6","MED23"
"unassigned","ENSG00000112290","unma0","WASF1"
"unassigned","ENSG00000112297","unma6","AIM1"
"unassigned","ENSG00000112305","unma7","SMAP1"
"unassigned","ENSG00000112308","unma7","C6orf62"
"unassigned","ENSG00000112312","unma0","GMNN"
"unassigned","ENSG00000112319","unma13","EYA4"
"unassigned","ENSG00000112320","unma10","SOBP"
"unassigned","ENSG00000112335","unma19","SNX3"
"unassigned","ENSG00000112339","unma6","HBS1L"
"unassigned","ENSG00000112343","unma11","TRIM38"
"unassigned","ENSG00000112357","unma5","PEX7"
"unassigned","ENSG00000112365","unma10","ZBTB24"
"unassigned","ENSG00000112367","unma0","FIG4"
"unassigned","ENSG00000112394","unma0","SLC16A10"
"unassigned","ENSG00000112419","unma6","PHACTR2"
"unassigned","ENSG00000112473","unma27","SLC39A7"
"unassigned","ENSG00000112486","unma10","CCR6"
"unassigned","ENSG00000112511","unma21","PHF1"
"unassigned","ENSG00000112514","unma4","CUTA"
"unassigned","ENSG00000112530","unma5","PACRG"
"unassigned","ENSG00000112539","unma5","C6orf118"
"unassigned","ENSG00000112578","unma1","BYSL"
"unassigned","ENSG00000112592","unma0","TBP"
"unassigned","ENSG00000112599","unma0","GUCA1B"
"unassigned","ENSG00000112624","unma3","GLTSCR1L"
"unassigned","ENSG00000112640","unma1","PPP2R5D"
"unassigned","ENSG00000112651","unma4","MRPL2"
"unassigned","ENSG00000112655","unma13","PTK7"
"unassigned","ENSG00000112659","unma14","CUL9"
"unassigned","ENSG00000112667","unma4","DNPH1"
"unassigned","ENSG00000112695","unma25","COX7A2"
"unassigned","ENSG00000112697","unma3","TMEM30A"
"unassigned","ENSG00000112701","unma3","SENP6"
"unassigned","ENSG00000112715","unma8","VEGFA"
"unassigned","ENSG00000112739","unma6","PRPF4B"
"unassigned","ENSG00000112742","unma10","TTK"
"unassigned","ENSG00000112773","unma19","FAM46A"
"unassigned","ENSG00000112782","unma26","CLIC5"
"unassigned","ENSG00000112787","unma9","FBRSL1"
"unassigned","ENSG00000112796","unma5","ENPP5"
"unassigned","ENSG00000112812","unma13","PRSS16"
"unassigned","ENSG00000112855","unma0","HARS2"
"unassigned","ENSG00000112874","unma5","NUDT12"
"unassigned","ENSG00000112877","unma13","CEP72"
"unassigned","ENSG00000112893","unma6","MAN2A1"
"unassigned","ENSG00000112972","unma30","HMGCS1"
"unassigned","ENSG00000112977","unma21","DAP"
"unassigned","ENSG00000112981","unma5","NME5"
"unassigned","ENSG00000112983","unma3","BRD8"
"unassigned","ENSG00000112984","unma10","KIF20A"
"unassigned","ENSG00000113013","unma8","HSPA9"
"unassigned","ENSG00000113070","unma23","HBEGF"
"unassigned","ENSG00000113073","unma8","SLC4A9"
"unassigned","ENSG00000113088","unma31","GZMK"
"unassigned","ENSG00000113119","unma14","TMCO6"
"unassigned","ENSG00000113161","unma3","HMGCR"
"unassigned","ENSG00000113194","unma3","FAF2"
"unassigned","ENSG00000113231","unma5","PDE8B"
"unassigned","ENSG00000113240","unma7","CLK4"
"unassigned","ENSG00000113263","unma31","ITK"
"unassigned","ENSG00000113272","unma4","THG1L"
"unassigned","ENSG00000113282","unma2","CLINT1"
"unassigned","ENSG00000113300","unma6","CNOT6"
"unassigned","ENSG00000113302","unma0","IL12B"
"unassigned","ENSG00000113318","unma2","MSH3"
"unassigned","ENSG00000113328","unma2","CCNG1"
"unassigned","ENSG00000113369","unma7","ARRDC3"
"unassigned","ENSG00000113384","unma6","GOLPH3"
"unassigned","ENSG00000113387","unma7","SUB1"
"unassigned","ENSG00000113441","unma6","LNPEP"
"unassigned","ENSG00000113456","unma2","RAD1"
"unassigned","ENSG00000113460","unma15","BRIX1"
"unassigned","ENSG00000113532","unma3","ST8SIA4"
"unassigned","ENSG00000113552","unma8","GNPDA1"
"unassigned","ENSG00000113558","unma7","SKP1"
"unassigned","ENSG00000113569","unma2","NUP155"
"unassigned","ENSG00000113575","unma7","PPP2CA"
"unassigned","ENSG00000113580","unma3","NR3C1"
"unassigned","ENSG00000113593","unma2","PPWD1"
"unassigned","ENSG00000113595","unma3","TRIM23"
"unassigned","ENSG00000113597","unma6","TRAPPC13"
"unassigned","ENSG00000113615","unma20","SEC24A"
"unassigned","ENSG00000113638","unma6","TTC33"
"unassigned","ENSG00000113648","unma0","H2AFY"
"unassigned","ENSG00000113657","unma27","DPYSL3"
"unassigned","ENSG00000113658","unma2","SMAD5"
"unassigned","ENSG00000113712","unma30","CSNK1A1"
"unassigned","ENSG00000113721","unma0","PDGFRB"
"unassigned","ENSG00000113734","unma4","BNIP1"
"unassigned","ENSG00000113761","unma0","ZNF346"
"unassigned","ENSG00000113790","unma0","EHHADH"
"unassigned","ENSG00000113810","unma6","SMC4"
"unassigned","ENSG00000113811","unma28","SELENOK"
"unassigned","ENSG00000113812","unma22","ACTR8"
"unassigned","ENSG00000113838","unma2","TBCCD1"
"unassigned","ENSG00000113845","unma0","TIMMDC1"
"unassigned","ENSG00000113851","unma7","CRBN"
"unassigned","ENSG00000113966","unma0","ARL6"
"unassigned","ENSG00000113971","unma6","NPHP3"
"unassigned","ENSG00000114023","unma8","FAM162A"
"unassigned","ENSG00000114026","unma1","OGG1"
"unassigned","ENSG00000114098","unma6","ARMC8"
"unassigned","ENSG00000114107","unma0","CEP70"
"unassigned","ENSG00000114115","unma17","RBP1"
"unassigned","ENSG00000114120","unma2","SLC25A36"
"unassigned","ENSG00000114125","unma29","RNF7"
"unassigned","ENSG00000114126","unma0","TFDP2"
"unassigned","ENSG00000114127","unma19","XRN1"
"unassigned","ENSG00000114166","unma3","KAT2B"
"unassigned","ENSG00000114209","unma7","PDCD10"
"unassigned","ENSG00000114270","unma14","COL7A1"
"unassigned","ENSG00000114302","unma6","PRKAR2A"
"unassigned","ENSG00000114315","unma0","HES1"
"unassigned","ENSG00000114346","unma6","ECT2"
"unassigned","ENSG00000114354","unma19","TFG"
"unassigned","ENSG00000114374","unma0","USP9Y"
"unassigned","ENSG00000114378","unma13","HYAL1"
"unassigned","ENSG00000114383","unma18","TUSC2"
"unassigned","ENSG00000114388","unma0","NPRL2"
"unassigned","ENSG00000114391","unma4","RPL24"
"unassigned","ENSG00000114395","unma9","CYB561D2"
"unassigned","ENSG00000114405","unma2","C3orf14"
"unassigned","ENSG00000114416","unma7","FXR1"
"unassigned","ENSG00000114439","unma6","BBX"
"unassigned","ENSG00000114450","unma19","GNB4"
"unassigned","ENSG00000114473","unma5","IQCG"
"unassigned","ENSG00000114491","unma15","UMPS"
"unassigned","ENSG00000114541","unma0","FRMD4B"
"unassigned","ENSG00000114554","unma27","PLXNA1"
"unassigned","ENSG00000114631","unma0","PODXL2"
"unassigned","ENSG00000114648","unma16","KLHL18"
"unassigned","ENSG00000114650","unma16","SCAP"
"unassigned","ENSG00000114670","unma5","NEK11"
"unassigned","ENSG00000114698","unma19","PLSCR4"
"unassigned","ENSG00000114739","unma0","ACVR2B"
"unassigned","ENSG00000114742","unma3","WDR48"
"unassigned","ENSG00000114744","unma6","COMMD2"
"unassigned","ENSG00000114767","unma4","RRP9"
"unassigned","ENSG00000114770","unma16","ABCC5"
"unassigned","ENSG00000114784","unma28","EIF1B"
"unassigned","ENSG00000114790","unma13","ARHGEF26"
"unassigned","ENSG00000114805","unma5","PLCH1"
"unassigned","ENSG00000114812","unma13","VIPR1"
"unassigned","ENSG00000114841","unma0","DNAH1"
"unassigned","ENSG00000114850","unma25","SSR3"
"unassigned","ENSG00000114853","unma16","ZBTB47"
"unassigned","ENSG00000114854","unma5","TNNC1"
"unassigned","ENSG00000114857","unma0","NKTR"
"unassigned","ENSG00000114859","unma13","CLCN2"
"unassigned","ENSG00000114861","unma7","FOXP1"
"unassigned","ENSG00000114867","unma0","EIF4G1"
"unassigned","ENSG00000114902","unma0","SPCS1"
"unassigned","ENSG00000114904","unma2","NEK4"
"unassigned","ENSG00000114933","unma3","INO80D"
"unassigned","ENSG00000114956","unma18","DGUOK"
"unassigned","ENSG00000114978","unma19","MOB1A"
"unassigned","ENSG00000114982","unma0","KANSL3"
"unassigned","ENSG00000114988","unma0","LMAN2L"
"unassigned","ENSG00000114993","unma5","RTKN"
"unassigned","ENSG00000114999","unma0","TTL"
"unassigned","ENSG00000115008","unma0","IL1A"
"unassigned","ENSG00000115009","unma0","CCL20"
"unassigned","ENSG00000115020","unma2","PIKFYVE"
"unassigned","ENSG00000115041","unma17","KCNIP3"
"unassigned","ENSG00000115042","unma1","FAHD2A"
"unassigned","ENSG00000115053","unma4","NCL"
"unassigned","ENSG00000115084","unma6","SLC35F5"
"unassigned","ENSG00000115085","unma31","ZAP70"
"unassigned","ENSG00000115107","unma0","STEAP3"
"unassigned","ENSG00000115129","unma0","TP53I3"
"unassigned","ENSG00000115137","unma20","DNAJC27"
"unassigned","ENSG00000115138","unma4","POMC"
"unassigned","ENSG00000115145","unma7","STAM2"
"unassigned","ENSG00000115155","unma11","OTOF"
"unassigned","ENSG00000115163","unma10","CENPA"
"unassigned","ENSG00000115165","unma0","CYTIP"
"unassigned","ENSG00000115204","unma4","MPV17"
"unassigned","ENSG00000115207","unma22","GTF3C2"
"unassigned","ENSG00000115211","unma1","EIF2B4"
"unassigned","ENSG00000115216","unma21","NRBP1"
"unassigned","ENSG00000115226","unma17","FNDC4"
"unassigned","ENSG00000115232","unma2","ITGA4"
"unassigned","ENSG00000115234","unma1","SNX17"
"unassigned","ENSG00000115239","unma0","ASB3"
"unassigned","ENSG00000115241","unma9","PPM1G"
"unassigned","ENSG00000115255","unma13","REEP6"
"unassigned","ENSG00000115257","unma0","PCSK4"
"unassigned","ENSG00000115267","unma11","IFIH1"
"unassigned","ENSG00000115268","unma4","RPS15"
"unassigned","ENSG00000115274","unma0","INO80B"
"unassigned","ENSG00000115286","unma9","NDUFS7"
"unassigned","ENSG00000115289","unma4","PCGF1"
"unassigned","ENSG00000115306","unma8","SPTBN1"
"unassigned","ENSG00000115307","unma9","AUP1"
"unassigned","ENSG00000115310","unma7","RTN4"
"unassigned","ENSG00000115318","unma9","LOXL3"
"unassigned","ENSG00000115325","unma9","DOK1"
"unassigned","ENSG00000115339","unma6","GALNT3"
"unassigned","ENSG00000115350","unma4","POLE4"
"unassigned","ENSG00000115368","unma15","WDR75"
"unassigned","ENSG00000115415","unma11","STAT1"
"unassigned","ENSG00000115419","unma6","GLS"
"unassigned","ENSG00000115421","unma7","PAPOLG"
"unassigned","ENSG00000115423","unma5","DNAH6"
"unassigned","ENSG00000115425","unma0","PECR"
"unassigned","ENSG00000115446","unma6","UNC50"
"unassigned","ENSG00000115457","unma5","IGFBP2"
"unassigned","ENSG00000115459","unma0","ELMOD3"
"unassigned","ENSG00000115461","unma5","IGFBP5"
"unassigned","ENSG00000115464","unma3","USP34"
"unassigned","ENSG00000115484","unma4","CCT4"
"unassigned","ENSG00000115486","unma0","GGCX"
"unassigned","ENSG00000115504","unma2","EHBP1"
"unassigned","ENSG00000115507","unma0","OTX1"
"unassigned","ENSG00000115514","unma6","TXNDC9"
"unassigned","ENSG00000115523","unma11","GNLY"
"unassigned","ENSG00000115540","unma3","MOB4"
"unassigned","ENSG00000115541","unma8","HSPE1"
"unassigned","ENSG00000115568","unma22","ZNF142"
"unassigned","ENSG00000115598","unma0","IL1RL2"
"unassigned","ENSG00000115604","unma0","IL18R1"
"unassigned","ENSG00000115607","unma0","IL18RAP"
"unassigned","ENSG00000115616","unma13","SLC9A2"
"unassigned","ENSG00000115649","unma1","CNPPD1"
"unassigned","ENSG00000115657","unma0","ABCB6"
"unassigned","ENSG00000115661","unma0","STK16"
"unassigned","ENSG00000115677","unma0","HDLBP"
"unassigned","ENSG00000115685","unma0","PPP1R7"
"unassigned","ENSG00000115718","unma0","PROC"
"unassigned","ENSG00000115738","unma0","ID2"
"unassigned","ENSG00000115758","unma8","ODC1"
"unassigned","ENSG00000115760","unma6","BIRC6"
"unassigned","ENSG00000115761","unma0","NOL10"
"unassigned","ENSG00000115808","unma3","STRN"
"unassigned","ENSG00000115816","unma7","CEBPZ"
"unassigned","ENSG00000115839","unma19","RAB3GAP1"
"unassigned","ENSG00000115840","unma10","SLC25A12"
"unassigned","ENSG00000115841","unma6","RMDN2"
"unassigned","ENSG00000115844","unma0","DLX2"
"unassigned","ENSG00000115866","unma20","DARS"
"unassigned","ENSG00000115875","unma0","SRSF7"
"unassigned","ENSG00000115896","unma0","PLCL1"
"unassigned","ENSG00000115904","unma6","SOS1"
"unassigned","ENSG00000115942","unma0","ORC2"
"unassigned","ENSG00000115944","unma25","COX7A2L"
"unassigned","ENSG00000115946","unma15","PNO1"
"unassigned","ENSG00000115947","unma7","ORC4"
"unassigned","ENSG00000115966","unma7","ATF2"
"unassigned","ENSG00000115970","unma0","THADA"
"unassigned","ENSG00000115977","unma0","AAK1"
"unassigned","ENSG00000115993","unma2","TRAK2"
"unassigned","ENSG00000115998","unma8","C2orf42"
"unassigned","ENSG00000116001","unma6","TIA1"
"unassigned","ENSG00000116017","unma21","ARID3A"
"unassigned","ENSG00000116031","unma0","CD207"
"unassigned","ENSG00000116032","unma0","GRIN3B"
"unassigned","ENSG00000116062","unma2","MSH6"
"unassigned","ENSG00000116095","unma6","PLEKHA3"
"unassigned","ENSG00000116096","unma27","SPR"
"unassigned","ENSG00000116106","unma26","EPHA4"
"unassigned","ENSG00000116117","unma13","PARD3B"
"unassigned","ENSG00000116141","unma13","MARK1"
"unassigned","ENSG00000116147","unma10","TNR"
"unassigned","ENSG00000116151","unma0","MORN1"
"unassigned","ENSG00000116161","unma8","CACYBP"
"unassigned","ENSG00000116171","unma15","SCP2"
"unassigned","ENSG00000116191","unma2","RALGPS2"
"unassigned","ENSG00000116198","unma22","CEP104"
"unassigned","ENSG00000116205","unma0","TCEANC2"
"unassigned","ENSG00000116212","unma0","LRRC42"
"unassigned","ENSG00000116213","unma9","WRAP73"
"unassigned","ENSG00000116260","unma0","QSOX1"
"unassigned","ENSG00000116273","unma21","PHF13"
"unassigned","ENSG00000116288","unma4","PARK7"
"unassigned","ENSG00000116350","unma21","SRSF4"
"unassigned","ENSG00000116353","unma1","MECR"
"unassigned","ENSG00000116396","unma1","KCNC4"
"unassigned","ENSG00000116406","unma3","EDEM3"
"unassigned","ENSG00000116459","unma29","ATP5F1"
"unassigned","ENSG00000116497","unma10","S100PBP"
"unassigned","ENSG00000116514","unma11","RNF19B"
"unassigned","ENSG00000116521","unma4","SCAMP3"
"unassigned","ENSG00000116525","unma0","TRIM62"
"unassigned","ENSG00000116539","unma3","ASH1L"
"unassigned","ENSG00000116544","unma0","DLGAP3"
"unassigned","ENSG00000116574","unma0","RHOU"
"unassigned","ENSG00000116580","unma14","GON4L"
"unassigned","ENSG00000116586","unma18","LAMTOR2"
"unassigned","ENSG00000116604","unma21","MEF2D"
"unassigned","ENSG00000116663","unma11","FBXO6"
"unassigned","ENSG00000116668","unma19","SWT1"
"unassigned","ENSG00000116670","unma9","MAD2L2"
"unassigned","ENSG00000116678","unma3","LEPR"
"unassigned","ENSG00000116685","unma12","KIAA2013"
"unassigned","ENSG00000116688","unma0","MFN2"
"unassigned","ENSG00000116691","unma9","MIIP"
"unassigned","ENSG00000116711","unma0","PLA2G4A"
"unassigned","ENSG00000116731","unma20","PRDM2"
"unassigned","ENSG00000116747","unma3","TROVE2"
"unassigned","ENSG00000116750","unma6","UCHL5"
"unassigned","ENSG00000116752","unma7","BCAS2"
"unassigned","ENSG00000116754","unma6","SRSF11"
"unassigned","ENSG00000116774","unma0","OLFML3"
"unassigned","ENSG00000116786","unma8","PLEKHM2"
"unassigned","ENSG00000116791","unma10","CRYZ"
"unassigned","ENSG00000116793","unma3","PHTF1"
"unassigned","ENSG00000116809","unma21","ZBTB17"
"unassigned","ENSG00000116815","unma7","CD58"
"unassigned","ENSG00000116819","unma0","TFAP2E"
"unassigned","ENSG00000116824","unma31","CD2"
"unassigned","ENSG00000116830","unma2","TTF2"
"unassigned","ENSG00000116857","unma4","TMEM9"
"unassigned","ENSG00000116863","unma11","ADPRHL2"
"unassigned","ENSG00000116885","unma0","OSCP1"
"unassigned","ENSG00000116898","unma0","MRPS15"
"unassigned","ENSG00000116903","unma3","EXOC8"
"unassigned","ENSG00000116906","unma2","GNPAT"
"unassigned","ENSG00000116918","unma7","TSNAX"
"unassigned","ENSG00000116922","unma1","C1orf109"
"unassigned","ENSG00000116957","unma2","TBCE"
"unassigned","ENSG00000116985","unma0","BMP8B"
"unassigned","ENSG00000116990","unma0","MYCL"
"unassigned","ENSG00000117010","unma19","ZNF684"
"unassigned","ENSG00000117016","unma22","RIMS3"
"unassigned","ENSG00000117036","unma0","ETV3"
"unassigned","ENSG00000117118","unma28","SDHB"
"unassigned","ENSG00000117133","unma25","RPF1"
"unassigned","ENSG00000117139","unma3","KDM5B"
"unassigned","ENSG00000117153","unma3","KLHL12"
"unassigned","ENSG00000117155","unma2","SSX2IP"
"unassigned","ENSG00000117222","unma3","RBBP5"
"unassigned","ENSG00000117226","unma11","GBP3"
"unassigned","ENSG00000117228","unma11","GBP1"
"unassigned","ENSG00000117262","unma0","GPR89A"
"unassigned","ENSG00000117305","unma11","HMGCL"
"unassigned","ENSG00000117308","unma24","GALE"
"unassigned","ENSG00000117318","unma4","ID3"
"unassigned","ENSG00000117335","unma3","CD46"
"unassigned","ENSG00000117360","unma0","PRPF3"
"unassigned","ENSG00000117362","unma9","APH1A"
"unassigned","ENSG00000117385","unma1","P3H1"
"unassigned","ENSG00000117394","unma0","SLC2A1"
"unassigned","ENSG00000117395","unma1","EBNA1BP2"
"unassigned","ENSG00000117399","unma10","CDC20"
"unassigned","ENSG00000117411","unma0","B4GALT2"
"unassigned","ENSG00000117419","unma4","ERI3"
"unassigned","ENSG00000117425","unma0","PTCH2"
"unassigned","ENSG00000117479","unma30","SLC19A2"
"unassigned","ENSG00000117481","unma0","NSUN4"
"unassigned","ENSG00000117500","unma7","TMED5"
"unassigned","ENSG00000117505","unma6","DR1"
"unassigned","ENSG00000117533","unma6","VAMP4"
"unassigned","ENSG00000117569","unma6","PTBP2"
"unassigned","ENSG00000117586","unma0","TNFSF4"
"unassigned","ENSG00000117592","unma25","PRDX6"
"unassigned","ENSG00000117593","unma2","DARS2"
"unassigned","ENSG00000117594","unma11","HSD11B1"
"unassigned","ENSG00000117601","unma0","SERPINC1"
"unassigned","ENSG00000117616","unma7","RSRP1"
"unassigned","ENSG00000117625","unma6","RCOR3"
"unassigned","ENSG00000117632","unma10","STMN1"
"unassigned","ENSG00000117643","unma0","MAN1C1"
"unassigned","ENSG00000117650","unma10","NEK2"
"unassigned","ENSG00000117691","unma4","NENF"
"unassigned","ENSG00000117697","unma3","NSL1"
"unassigned","ENSG00000117713","unma16","ARID1A"
"unassigned","ENSG00000117724","unma10","CENPF"
"unassigned","ENSG00000117748","unma0","RPA2"
"unassigned","ENSG00000117751","unma2","PPP1R8"
"unassigned","ENSG00000117758","unma19","STX12"
"unassigned","ENSG00000117834","unma0","SLC5A9"
"unassigned","ENSG00000117859","unma7","OSBPL9"
"unassigned","ENSG00000117877","unma10","CD3EAP"
"unassigned","ENSG00000117906","unma2","RCN2"
"unassigned","ENSG00000117983","unma0","MUC5B"
"unassigned","ENSG00000117984","unma8","CTSD"
"unassigned","ENSG00000118007","unma3","STAG1"
"unassigned","ENSG00000118046","unma9","STK11"
"unassigned","ENSG00000118113","unma0","MMP8"
"unassigned","ENSG00000118160","unma11","SLC8A2"
"unassigned","ENSG00000118162","unma11","KPTN"
"unassigned","ENSG00000118181","unma4","RPS25"
"unassigned","ENSG00000118193","unma10","KIF14"
"unassigned","ENSG00000118197","unma3","DDX59"
"unassigned","ENSG00000118200","unma2","CAMSAP2"
"unassigned","ENSG00000118242","unma0","MREG"
"unassigned","ENSG00000118246","unma15","FASTKD2"
"unassigned","ENSG00000118263","unma3","KLF7"
"unassigned","ENSG00000118276","unma2","B4GALT6"
"unassigned","ENSG00000118292","unma23","C1orf54"
"unassigned","ENSG00000118307","unma5","CASC1"
"unassigned","ENSG00000118308","unma16","LRMP"
"unassigned","ENSG00000118363","unma0","SPCS2"
"unassigned","ENSG00000118369","unma0","USP35"
"unassigned","ENSG00000118412","unma6","CASP8AP2"
"unassigned","ENSG00000118420","unma0","UBE3D"
"unassigned","ENSG00000118432","unma10","CNR1"
"unassigned","ENSG00000118482","unma3","PHF3"
"unassigned","ENSG00000118492","unma5","ADGB"
"unassigned","ENSG00000118495","unma7","PLAGL1"
"unassigned","ENSG00000118496","unma6","FBXO30"
"unassigned","ENSG00000118514","unma0","ALDH8A1"
"unassigned","ENSG00000118515","unma8","SGK1"
"unassigned","ENSG00000118518","unma7","RNF146"
"unassigned","ENSG00000118596","unma6","SLC16A7"
"unassigned","ENSG00000118620","unma7","ZNF430"
"unassigned","ENSG00000118640","unma29","VAMP8"
"unassigned","ENSG00000118655","unma0","DCLRE1B"
"unassigned","ENSG00000118680","unma28","MYL12B"
"unassigned","ENSG00000118689","unma3","FOXO3"
"unassigned","ENSG00000118690","unma3","ARMC2"
"unassigned","ENSG00000118785","unma11","SPP1"
"unassigned","ENSG00000118816","unma7","CCNI"
"unassigned","ENSG00000118849","unma0","RARRES1"
"unassigned","ENSG00000118855","unma7","MFSD1"
"unassigned","ENSG00000118873","unma7","RAB3GAP2"
"unassigned","ENSG00000118894","unma0","EEF2KMT"
"unassigned","ENSG00000118900","unma16","UBN1"
"unassigned","ENSG00000118939","unma25","UCHL3"
"unassigned","ENSG00000118965","unma6","WDR35"
"unassigned","ENSG00000118985","unma7","ELL2"
"unassigned","ENSG00000118997","unma5","DNAH7"
"unassigned","ENSG00000119004","unma0","CYP20A1"
"unassigned","ENSG00000119121","unma3","TRPM6"
"unassigned","ENSG00000119147","unma5","C2orf40"
"unassigned","ENSG00000119227","unma0","PIGZ"
"unassigned","ENSG00000119231","unma0","SENP5"
"unassigned","ENSG00000119280","unma5","C1orf198"
"unassigned","ENSG00000119314","unma3","PTBP3"
"unassigned","ENSG00000119321","unma11","FKBP15"
"unassigned","ENSG00000119326","unma0","CTNNAL1"
"unassigned","ENSG00000119335","unma15","SET"
"unassigned","ENSG00000119392","unma0","GLE1"
"unassigned","ENSG00000119396","unma7","RAB14"
"unassigned","ENSG00000119397","unma2","CNTRL"
"unassigned","ENSG00000119401","unma1","TRIM32"
"unassigned","ENSG00000119402","unma6","FBXW2"
"unassigned","ENSG00000119403","unma4","PHF19"
"unassigned","ENSG00000119414","unma3","PPP6C"
"unassigned","ENSG00000119421","unma4","NDUFA8"
"unassigned","ENSG00000119431","unma1","HDHD3"
"unassigned","ENSG00000119446","unma7","RBM18"
"unassigned","ENSG00000119457","unma0","SLC46A2"
"unassigned","ENSG00000119508","unma0","NR4A3"
"unassigned","ENSG00000119522","unma11","DENND1A"
"unassigned","ENSG00000119537","unma0","KDSR"
"unassigned","ENSG00000119541","unma7","VPS4B"
"unassigned","ENSG00000119559","unma21","C19orf25"
"unassigned","ENSG00000119574","unma9","ZBTB45"
"unassigned","ENSG00000119596","unma22","YLPM1"
"unassigned","ENSG00000119599","unma1","DCAF4"
"unassigned","ENSG00000119616","unma7","FCF1"
"unassigned","ENSG00000119630","unma13","PGF"
"unassigned","ENSG00000119632","unma4","IFI27L2"
"unassigned","ENSG00000119636","unma5","BBOF1"
"unassigned","ENSG00000119638","unma0","NEK9"
"unassigned","ENSG00000119640","unma15","ACYP1"
"unassigned","ENSG00000119650","unma0","IFT43"
"unassigned","ENSG00000119655","unma11","NPC2"
"unassigned","ENSG00000119661","unma2","DNAL1"
"unassigned","ENSG00000119669","unma0","IRF2BPL"
"unassigned","ENSG00000119681","unma0","LTBP2"
"unassigned","ENSG00000119685","unma0","TTLL5"
"unassigned","ENSG00000119689","unma1","DLST"
"unassigned","ENSG00000119698","unma0","PPP4R4"
"unassigned","ENSG00000119699","unma22","TGFB3"
"unassigned","ENSG00000119703","unma5","ZC2HC1C"
"unassigned","ENSG00000119705","unma29","SLIRP"
"unassigned","ENSG00000119711","unma2","ALDH6A1"
"unassigned","ENSG00000119714","unma0","GPR68"
"unassigned","ENSG00000119723","unma1","COQ6"
"unassigned","ENSG00000119725","unma0","ZNF410"
"unassigned","ENSG00000119729","unma19","RHOQ"
"unassigned","ENSG00000119737","unma0","GPR75"
"unassigned","ENSG00000119777","unma1","TMEM214"
"unassigned","ENSG00000119778","unma6","ATAD2B"
"unassigned","ENSG00000119782","unma13","FKBP1B"
"unassigned","ENSG00000119820","unma3","YIPF4"
"unassigned","ENSG00000119865","unma0","CNRIP1"
"unassigned","ENSG00000119878","unma7","CRIPT"
"unassigned","ENSG00000119899","unma0","SLC17A5"
"unassigned","ENSG00000119900","unma3","OGFRL1"
"unassigned","ENSG00000119906","unma6","SLF2"
"unassigned","ENSG00000119912","unma2","IDE"
"unassigned","ENSG00000119917","unma11","IFIT3"
"unassigned","ENSG00000119922","unma11","IFIT2"
"unassigned","ENSG00000119927","unma2","GPAM"
"unassigned","ENSG00000119929","unma0","CUTC"
"unassigned","ENSG00000119938","unma17","PPP1R3C"
"unassigned","ENSG00000119950","unma0","MXI1"
"unassigned","ENSG00000119979","unma0","FAM45A"
"unassigned","ENSG00000120049","unma0","KCNIP2"
"unassigned","ENSG00000120053","unma24","GOT1"
"unassigned","ENSG00000120055","unma5","C10orf95"
"unassigned","ENSG00000120063","unma7","GNA13"
"unassigned","ENSG00000120071","unma16","KANSL1"
"unassigned","ENSG00000120093","unma10","HOXB3"
"unassigned","ENSG00000120137","unma2","PANK3"
"unassigned","ENSG00000120156","unma0","TEK"
"unassigned","ENSG00000120158","unma0","RCL1"
"unassigned","ENSG00000120159","unma15","CAAP1"
"unassigned","ENSG00000120217","unma11","CD274"
"unassigned","ENSG00000120265","unma7","PCMT1"
"unassigned","ENSG00000120280","unma11","CXorf21"
"unassigned","ENSG00000120314","unma12","WDR55"
"unassigned","ENSG00000120318","unma12","ARAP3"
"unassigned","ENSG00000120333","unma15","MRPS14"
"unassigned","ENSG00000120334","unma0","CENPL"
"unassigned","ENSG00000120438","unma7","TCP1"
"unassigned","ENSG00000120451","unma0","SNX19"
"unassigned","ENSG00000120458","unma2","MSANTD2"
"unassigned","ENSG00000120471","unma17","TP53AIP1"
"unassigned","ENSG00000120519","unma2","SLC10A7"
"unassigned","ENSG00000120533","unma25","ENY2"
"unassigned","ENSG00000120594","unma7","PLXDC2"
"unassigned","ENSG00000120616","unma7","EPC1"
"unassigned","ENSG00000120647","unma0","CCDC77"
