libId,BAD_CYCLES,MEAN_READ_LENGTH,PCT_ADAPTER,PCT_CHIMERAS,PCT_PF_READS,PCT_PF_READS_ALIGNED,PCT_READS_ALIGNED_IN_PAIRS,PF_ALIGNED_BASES,PF_HQ_ALIGNED_BASES,PF_HQ_ALIGNED_Q20_BASES,PF_HQ_ALIGNED_READS,PF_HQ_ERROR_RATE,PF_HQ_MEDIAN_MISMATCHES,PF_INDEL_RATE,PF_MISMATCH_RATE,PF_NOISE_READS,PF_READS,PF_READS_ALIGNED,READS_ALIGNED_IN_PAIRS,STRAND_BALANCE,TOTAL_READS,CODING_BASES,CORRECT_STRAND_READS,IGNORED_READS,INCORRECT_STRAND_READS,INTERGENIC_BASES,INTRONIC_BASES,MEDIAN_3PRIME_BIAS,MEDIAN_5PRIME_BIAS,MEDIAN_5PRIME_TO_3PRIME_BIAS,MEDIAN_CV_COVERAGE,PCT_CODING_BASES,PCT_CORRECT_STRAND_READS,PCT_INTERGENIC_BASES,PCT_INTRONIC_BASES,PCT_MRNA_BASES,PCT_RIBOSOMAL_BASES,PCT_USABLE_BASES,PCT_UTR_BASES,PF_ALIGNED_BASES,PF_BASES,RIBOSOMAL_BASES,UTR_BASES,fastq_total_reads,reads_aligned_sam,aligned,reads_with_mult_align,algn_seg_with_mult_algn,no_feature,ambiguous,too_low_aQual,not_aligned,alignment_not_unique,PERCENT_DUPLICATION,READ_PAIRS_EXAMINED,READ_PAIR_DUPLICATES,READ_PAIR_OPTICAL_DUPLICATES,UNMAPPED_READS,UNPAIRED_READS_EXAMINED,UNPAIRED_READ_DUPLICATES,mapped_reads_w_dups
lib12455_C95GDANXX,0,55.59293,0,0,1,1,0,908446194,819366954,803412080,14739327,0.003059,0,0.000065,0.00315,0,16341746,16341746,0,0.475911,16341746,345136667,54177,0,9141160,40458168,93674794,0.95031,0.156593,0.180107,0.599678,0.37992,0.005892,0.044536,0.103115,0.844157,0.008192,0.844121,0.464237,908446194,908485540,7442423,421734655,17086620,16341749,95.6%,1602420,9.8%,1777307,248762,0,0,6488118,0.660687,0,0,0,0,16341746,10796783,0.956406
lib12456_C95GDANXX,0,55.615966,0,0,1,1,0,1148610064,1046909931,1027494792,18824332,0.003104,0,0.00007,0.003199,0,20653430,20653430,0,0.482479,20653430,406902788,85267,0,11029607,61949145,127526357,1.010441,0.168077,0.179283,0.617184,0.354257,0.007671,0.053934,0.111027,0.824201,0.010839,0.824165,0.469944,1148610064,1148660461,12449900,539782743,21572322,20653433,95.7%,1829099,8.9%,2665856,269674,0,0,7450307,0.689245,0,0,0,0,20653430,14235267,0.957404
lib12457_C95GDANXX,0,55.577438,0,0,1,1,0,12891164,11251632,11045054,202436,0.003528,0,0.00005,0.003616,0,231954,231954,0,0.456353,231954,3908281,1049,0,118203,958515,1515289,1.087457,0.04821,0.062842,1.037842,0.303175,0.008796,0.074354,0.117545,0.79389,0.014211,0.793875,0.490715,12891164,12891409,183202,6325883,349571,231957,66.4%,29519,12.7%,27888,3139,0,0,144536,0.205985,0,0,0,0,231954,47779,0.663539
lib12458_C95GDANXX,0,55.592115,0,0,1,1,0,31941881,28820568,28279566,518406,0.002918,0,0.000039,0.003009,0,574591,574591,0,0.462228,574591,10335599,2674,0,296289,1782840,4429416,1.001896,0.15617,0.182724,0.851539,0.323575,0.008944,0.055815,0.138671,0.784769,0.020746,0.784748,0.461194,31941881,31942729,662667,14731403,694455,574594,82.7%,56186,9.8%,89138,7003,0,0,220162,0.271743,0,0,0,0,574591,156141,0.827398
lib12459_C95GDANXX,0,55.573589,0,0,1,1,0,14067274,12473636,12235960,224433,0.002988,0,0.000036,0.003059,0,253134,253134,0,0.46746,253134,4530456,966,0,135052,679943,1749344,1.000572,0.132039,0.166147,0.995619,0.322056,0.007102,0.048335,0.124356,0.808323,0.018987,0.808306,0.486266,14067274,14067565,267095,6840444,348403,253137,72.7%,28702,11.3%,32349,3215,0,0,116381,0.272492,0,0,0,0,253134,68977,0.726555
lib12460_C95GDANXX,0,55.61508,0,0,1,1,0,527293691,479985640,471071557,8630711,0.003003,0,0.000077,0.003115,0,9481604,9481604,0,0.481359,9481604,175554281,33937,0,5155090,25247331,49786685,1.078516,0.146218,0.154891,0.714162,0.332935,0.00654,0.047881,0.094419,0.848043,0.009658,0.848,0.515108,527293691,527320163,5092480,271613288,10025079,9481607,94.6%,850894,9.0%,1030232,128454,0,0,3261102,0.645003,0,0,0,0,9481604,6115665,0.945788
lib12461_C95GDANXX,0,55.608564,0,0,1,1,0,1064545365,956725044,938901010,17205625,0.003026,0,0.00009,0.003166,0,19144601,19144601,0,0.493249,19144601,320285721,49109,0,11114979,37748110,65169333,1.578379,0.042416,0.029417,0.950924,0.300866,0.004399,0.035459,0.061218,0.892591,0.010732,0.892542,0.591725,1064545365,1064603766,11425033,629917863,20083330,19144604,95.3%,1938977,10.1%,1272587,343815,0,0,6683232,0.772302,0,0,0,0,19144601,14785416,0.953258
lib12462_C95GDANXX,0,55.609695,0,0,1,1,0,1028040131,933920120,916563905,16794884,0.002849,0,0.000066,0.00296,0,18487484,18487484,0,0.48102,18487484,388169479,53561,0,10508642,41530319,104460861,0.952682,0.180416,0.226424,0.601832,0.377582,0.005071,0.040398,0.101612,0.852137,0.005854,0.852101,0.474555,1028040131,1028083346,6018074,487861774,19284741,18487487,95.9%,1692601,9.2%,2044761,290289,0,0,6503916,0.691793,0,0,0,0,18487484,12789510,0.958659
lib12463_C95GDANXX,0,55.588797,0,0,1,1,0,906331254,832713264,816040653,14980172,0.002947,0,0.000059,0.003051,0,16304822,16304822,0,0.487448,16304822,344954621,66998,0,8528052,47660298,127290587,0.901342,0.224614,0.283513,0.545624,0.380605,0.007795,0.052586,0.140446,0.799917,0.007052,0.799886,0.419311,906331254,906365443,6391427,380034786,17207923,16304825,94.8%,1324651,8.1%,2572619,232401,0,0,5487977,0.594443,0,0,0,0,16304822,9692285,0.947518
lib12464_C95GDANXX,0,55.597385,0,0,1,1,0,198813198,177895783,174546891,3199562,0.002983,0,0.000051,0.003089,0,3576060,3576060,0,0.461338,3576060,69938239,16694,0,1929011,10057602,22664085,0.994214,0.184863,0.207817,0.694742,0.351779,0.00858,0.050588,0.113997,0.821264,0.014152,0.821238,0.469486,198813198,198819586,2813537,93339959,3861794,3576063,92.6%,376499,10.5%,430490,52012,0,0,1501630,0.440259,0,0,0,0,3576060,1574393,0.926010
lib12465_C95GDANXX,0,55.541774,0,0,1,1,0,107051230,96343739,94503323,1734404,0.002847,0,0.000061,0.002922,0,1927477,1927477,0,0.460078,1927477,34974478,8367,0,1077118,4239482,11911821,1.017208,0.191374,0.204511,0.753957,0.326708,0.007708,0.039602,0.111272,0.834725,0.014402,0.834692,0.508017,107051230,107055491,1541764,54383837,2166969,1927480,88.9%,193074,10.0%,231317,23628,0,0,681615,0.452556,0,0,0,0,1927477,872291,0.889481
lib12466_C95GDANXX,0,55.605734,0,0,1,1,0,1309777860,1198844697,1174587126,21559745,0.002807,0,0.000076,0.002888,0,23556031,23556031,0,0.487752,23556031,463701622,82208,0,13285930,46222518,137754959,0.998791,0.15791,0.182912,0.658703,0.354031,0.00615,0.03529,0.105174,0.850441,0.009095,0.850394,0.496411,1309777860,1309850396,11912127,650187702,25498180,23556034,92.4%,1996287,8.5%,2758128,329473,0,0,6634330,0.721893,0,0,0,0,23556031,17004938,0.923832
lib12467_C95GDANXX,0,55.619616,0,0,1,1,0,1365248555,1252554411,1229645194,22520466,0.002775,0,0.000073,0.002849,0,24547483,24547483,0,0.479386,24547483,476123058,82235,0,13550242,52208587,181525054,0.934024,0.163916,0.198016,0.640294,0.348745,0.006032,0.038241,0.132961,0.823081,0.005718,0.823037,0.474336,1365248555,1365321590,7805817,647586717,25590291,24547486,95.9%,2027018,8.3%,3528175,319547,0,0,7225541,0.699569,0,0,0,0,24547483,17172652,0.959250
lib12468_C95GDANXX,0,55.603059,0,0,1,1,0,740770544,678393939,665158927,12200494,0.002881,0,0.000064,0.002972,0,13323082,13323082,0,0.463081,13323082,277727583,61173,0,7238239,30146506,90559948,0.958325,0.193288,0.242463,0.639686,0.374917,0.008381,0.040696,0.122251,0.823886,0.013168,0.823849,0.448969,740770544,740804115,9754439,332582836,14008506,13323085,95.1%,1122589,8.4%,1838665,167806,0,0,3690054,0.613365,0,0,0,0,13323082,8171910,0.951071
lib12469_C95GDANXX,0,55.613591,0,0,1,1,0,1078993494,967323216,948984180,17393924,0.003001,0,0.000075,0.003086,0,19402644,19402644,0,0.470603,19402644,388181320,61123,0,10961141,37563998,88542926,1.102789,0.132071,0.133919,0.708886,0.359762,0.005545,0.034814,0.082061,0.864747,0.01838,0.864701,0.504985,1078993494,1079050706,19831412,544875278,20383672,19402647,95.2%,2008721,10.4%,1651696,304204,0,0,7108321,0.71818,0,0,0,0,19402644,13934599,0.951872
lib12470_C95GDANXX,0,55.642859,0,0,1,1,0,1413326526,1277617952,1253396749,22962205,0.002576,0,0.000074,0.002665,0,25401208,25401208,0,0.472014,25401208,526106114,66786,0,14256190,45509132,154775899,0.945762,0.170534,0.20258,0.612,0.372247,0.004663,0.0322,0.109512,0.849318,0.008971,0.849276,0.477071,1413326526,1413395827,12679037,674257208,26408655,25401211,96.2%,2439004,9.6%,2879290,362420,0,0,8866377,0.741558,0,0,0,0,25401208,18836470,0.961852
lib12471_C95GDANXX,0,55.626075,0,0,1,1,0,1326191191,1170345302,1147302094,21041023,0.002809,0,0.000096,0.002913,0,23842574,23842574,0,0.475324,23842574,414204114,55974,0,13783728,49306182,71294006,1.546527,0.047062,0.032298,0.925505,0.312326,0.004044,0.037179,0.053758,0.896033,0.013031,0.89598,0.583707,1326191191,1326268817,17281208,774106619,24914496,23842577,95.7%,2801552,11.8%,1304149,451815,0,0,10267464,0.817942,0,0,0,0,23842574,19501847,0.956976
lib12472_C95GDANXX,0,55.126476,0,0,1,1,0,891768,749182,706428,13597,0.003704,0,0.000025,0.003668,0,16177,16177,0,0.436175,16177,261855,64,0,8288,73953,88290,1.005111,0.12383,0.150862,1.090045,0.293636,0.007663,0.082929,0.099006,0.796305,0.021761,0.796293,0.502669,891768,891781,19406,448264,29150,16180,55.5%,2581,16.0%,1454,182,0,0,13267,0.065401,0,0,0,0,16177,1058,0.554957
lib12473_C95GDANXX,0,55.529287,0,0,1,1,0,93055688,84772274,83134540,1526483,0.002459,0,0.000068,0.002545,0,1675867,1675867,0,0.467072,1675867,29095530,6444,0,944422,3368792,7625622,1.129517,0.103445,0.120787,0.8056,0.312668,0.006777,0.036202,0.081947,0.868968,0.012884,0.86893,0.5563,93055688,93059699,1198976,51766855,1947112,1675870,86.1%,149385,8.9%,158791,19167,0,0,525393,0.530076,0,0,0,0,1675867,888337,0.860694
lib12474_C95GDANXX,0,55.642489,0,0,1,1,0,1301905206,1199136524,1176419525,21550910,0.00271,0,0.00007,0.002797,0,23398686,23398686,0,0.484616,23398686,472647371,87355,0,12752348,46927416,162080391,0.945458,0.18626,0.206817,0.623329,0.363043,0.006804,0.036045,0.124495,0.830674,0.008786,0.830639,0.467632,1301905206,1301961119,11438776,608811956,24477804,23398689,95.6%,1847777,7.9%,3113035,299648,0,0,6645581,0.692509,0,0,0,0,23398686,16203812,0.955914
lib12475_C95GDANXX,0,55.651175,0,0,1,1,0,1457189488,1306124527,1281162497,23470723,0.002595,0,0.000105,0.00269,0,26186242,26186242,0,0.47207,26186242,364181989,90524,0,14609731,60553567,130872214,1.526465,0.063932,0.047092,0.948856,0.249921,0.006158,0.041555,0.089811,0.84746,0.021176,0.847398,0.597539,1457189488,1457295143,30856882,870727316,28184229,26186245,92.9%,2715520,10.4%,2686978,302943,0,0,9241959,0.816661,0,0,0,0,26186242,21385274,0.929110
lib12476_C95GDANXX,0,55.563455,0,0,1,1,0,5984827,5069746,4955765,91239,0.003049,0,0.000041,0.003103,0,107714,107714,0,0.46305,107714,1513464,347,0,53957,479418,796506,1.438865,0,0.014243,1.162524,0.252884,0.00639,0.080106,0.133088,0.770218,0.01659,0.7702,0.517334,5984827,5984962,99286,3096156,167262,107717,64.4%,16476,15.3%,13226,1385,0,0,83327,0.235494,0,0,0,0,107714,25366,0.643984
lib12477_C95GDANXX,0,55.649948,0,0,1,1,0,1166003940,1039728254,1019935835,18684030,0.002792,0,0.000077,0.002871,0,20953478,20953478,0,0.467551,20953478,417927575,60535,0,11767542,50445833,115844472,0.989123,0.168136,0.19504,0.647382,0.358427,0.005118,0.043264,0.099352,0.847778,0.009608,0.847737,0.48935,1166003940,1166059969,11202487,570584364,21841490,20953481,95.9%,2269449,10.8%,2079168,273489,0,0,9407351,0.740502,0,0,0,0,20953478,15516089,0.959343
lib12478_C95GDANXX,0,55.638647,0,0,1,1,0,1353674686,1218061867,1194590389,21893387,0.002682,0,0.000072,0.002761,0,24330819,24330819,0,0.475311,24330819,496076104,64127,0,13629361,54450689,155937409,0.94468,0.179575,0.218714,0.608803,0.366466,0.004683,0.040224,0.115196,0.835616,0.008965,0.835579,0.46915,1353674686,1353733843,12135118,635076076,25304896,24330822,96.2%,2437433,10.0%,2861724,344760,0,0,9727923,0.731366,0,0,0,0,24330819,17794723,0.961506
lib12479_C95GDANXX,0,55.610202,0,0,1,1,0,1285294702,1144464802,1121320641,20580717,0.003039,0,0.000057,0.003169,0,23113369,23113369,0,0.456076,23113369,563840901,69725,0,12716177,60302118,101250189,0.900321,0.170017,0.233128,0.57513,0.438686,0.005453,0.046917,0.078776,0.866669,0.007638,0.866639,0.427983,1285294702,1285339120,9817534,550084575,24191647,23113372,95.5%,2532653,11.0%,1806313,387977,0,0,11001323,0.712662,0,0,0,0,23113369,16472023,0.955428
lib12480_C95GDANXX,0,55.596627,0,0,1,1,0,66218025,57570365,56481616,1035387,0.002941,0,0.000042,0.003059,0,1191075,1191075,0,0.433995,1191075,25102218,6359,0,678410,3249831,5485337,0.991702,0.173876,0.20433,0.752359,0.379084,0.009286,0.049078,0.082838,0.851809,0.016277,0.851787,0.472725,66218025,66219753,1077832,31302894,1333134,1191078,89.3%,155689,13.1%,96975,18371,0,0,615541,0.3828,0,0,0,0,1191075,455943,0.893440
lib12481_C95GDANXX,0,55.635127,0,0,1,1,0,1309070058,1171543098,1149299247,21057616,0.002981,0,0.00005,0.003129,0,23530337,23530337,0,0.483421,23530337,583214213,73890,0,13957603,39173026,85179189,0.93551,0.172515,0.226325,0.624048,0.445518,0.005266,0.029924,0.065068,0.900124,0.004884,0.900094,0.454606,1309070058,1309113276,6393217,595110803,24454745,23530340,96.2%,2472722,10.5%,1553726,516915,0,0,8529449,0.672283,0,0,0,0,23530337,15819048,0.962199
lib12482_C95GDANXX,0,55.458198,0,0,1,1,0,444435,375046,363073,6762,0.003557,0,0.000016,0.003636,0,8014,8014,0,0.427876,8014,171792,46,0,4511,24797,41408,0.924372,0.335663,0.372378,0.896854,0.38654,0.010094,0.055794,0.09317,0.834851,0.016187,0.834838,0.448311,444435,444442,7194,199245,18342,8017,43.7%,1253,15.6%,701,139,0,0,4968,0.031819,0,0,0,0,8014,255,0.436921
lib12483_C95GDANXX,0,55.581519,0,0,1,1,0,2401698,2141675,2099033,38528,0.002884,0,0.000024,0.002961,0,43211,43211,0,0.47231,43211,882733,193,0,24000,117139,246503,0.827598,0.154016,0.186077,0.980325,0.367545,0.007978,0.048773,0.102637,0.83704,0.011549,0.837028,0.469495,2401698,2401733,27738,1127585,65921,43214,65.6%,4684,10.8%,4558,605,0,0,19835,0.090347,0,0,0,0,43211,3904,0.655497
lib12484_C95GDANXX,0,55.595965,0,0,1,1,0,2802786,2329926,2280575,41910,0.002915,0,0.000021,0.002993,0,50414,50414,0,0.433709,50414,766624,199,0,25835,258507,365969,1.191815,0.067743,0.053333,1.175636,0.273522,0.007644,0.092232,0.130573,0.761525,0.01567,0.761517,0.488003,2802786,2802815,43919,1367767,108105,50417,46.6%,8505,16.9%,6169,620,0,0,44395,0.217003,0,0,0,0,50414,10940,0.466343
lib12485_C95GDANXX,0,55.598897,0,0,1,1,0,91923879,80782969,79239844,1452835,0.00286,0,0.000043,0.002931,0,1653385,1653385,0,0.436713,1653385,36885948,8465,0,901238,4886897,11248671,0.87724,0.248883,0.296296,0.667382,0.401266,0.009305,0.053162,0.122369,0.806735,0.017734,0.806713,0.405469,91923879,91926382,1630214,37272261,2038393,1653388,81.1%,200551,12.1%,194923,24831,0,0,873165,0.375417,0,0,0,0,1653385,620709,0.811122
lib12486_C95GDANXX,0,55.596599,0,0,1,1,0,12815645,10937520,10724037,196715,0.002818,0,0.00003,0.002855,0,230515,230515,0,0.420806,230515,4709815,1342,0,119886,935905,1925372,0.909212,0.203525,0.256863,0.973457,0.367505,0.01107,0.073028,0.150236,0.762726,0.014011,0.762713,0.39522,12815645,12815850,179558,5065005,408402,230518,56.4%,33801,14.7%,32345,3630,0,0,165710,0.18247,0,0,0,0,230515,42062,0.564432
lib12487_C95GDANXX,0,55.604587,0,0,1,1,0,1257091409,1145333159,1121538304,20598212,0.00273,0,0.000046,0.002804,0,22608372,22608372,0,0.470357,22608372,624150361,64377,0,13690868,41222822,73062722,0.860459,0.189423,0.259511,0.524506,0.496504,0.00468,0.032792,0.05812,0.900756,0.008332,0.900729,0.404253,1257091409,1257129195,10473707,508182553,23571687,22608375,95.9%,2010161,8.9%,1248679,528054,0,0,8236358,0.673102,0,0,0,0,22608372,15217741,0.959133
lib12488_C95GDANXX,0,55.630922,0,0,1,1,0,1486437256,1347861978,1321788071,24228990,0.002741,0,0.00005,0.002815,0,26720514,26720514,0,0.462466,26720514,673885532,81711,0,15870385,52796812,108026877,0.889891,0.200873,0.273303,0.569043,0.453356,0.005122,0.035519,0.072675,0.886625,0.005181,0.886595,0.433269,1486437256,1486486837,7701783,644026727,27657830,26720517,96.6%,2491525,9.3%,1865843,600004,0,0,10277010,0.698373,0,0,0,0,26720514,18660878,0.966110
lib12489_C95GDANXX,0,55.544003,0,0,1,1,0,72459906,64709773,63420262,1164839,0.00244,0,0.000054,0.002497,0,1304601,1304601,0,0.452741,1304601,25110353,6700,0,701806,4034390,7973736,1.017636,0.212778,0.232063,0.746184,0.346541,0.009457,0.055678,0.110043,0.809429,0.024852,0.809397,0.462888,72459906,72462762,1800785,33540808,1744025,1304604,74.8%,139763,10.7%,160675,16261,0,0,567725,0.386887,0,0,0,0,1304601,504733,0.748040
lib12490_C95GDANXX,0,55.422906,0,0,1,1,0,19904799,17755905,17345746,320145,0.00271,0,0.00004,0.002809,0,359153,359153,0,0.465891,359153,6497360,1733,0,196080,1003485,2231509,1.02336,0.137881,0.17004,0.923552,0.326422,0.008761,0.050414,0.112109,0.817857,0.019622,0.817836,0.491435,19904799,19905303,390563,9781910,1348954,359156,26.6%,39009,10.9%,43430,4682,0,0,162143,0.253878,0,0,0,0,359153,91181,0.266246
lib12491_C95GDANXX,0,55.24374,0,0,1,1,0,108106,82662,78068,1498,0.003726,0,0.000056,0.003515,0,1957,1957,0,0.416454,1957,29933,6,0,924,15073,15768,0.191209,0,?,1.037987,0.276886,0.006452,0.139428,0.145857,0.70343,0.011285,0.703391,0.426544,108106,108112,1220,46112,3493,1960,56.1%,460,23.5%,200,30,0,0,2847,0.030659,0,0,0,0,1957,60,0.560263
lib12492_C95GDANXX,0,55.630362,0,0,1,1,0,1698360404,1529473360,1498711620,27494800,0.002817,0,0.000088,0.002903,0,30531233,30531233,0,0.481468,30531233,533112643,79515,0,17132739,60850467,143765352,1.235802,0.113965,0.108037,0.769724,0.313898,0.00462,0.035829,0.084649,0.868527,0.010995,0.868475,0.554629,1698360404,1698463541,18673572,941959774,31984224,30531236,95.5%,3036434,9.9%,2733945,389529,0,0,10900966,0.803273,0,0,0,0,30531233,24524928,0.954572
lib12493_C95GDANXX,0,55.601445,0,0,1,1,0,1305983559,1192851766,1168694218,21453872,0.002828,0,0.000057,0.002971,0,23489122,23489122,0,0.494841,23489122,553262905,57371,0,13546065,38278176,88709341,0.950399,0.138437,0.16328,0.645373,0.423637,0.004217,0.02931,0.067925,0.896817,0.005948,0.896786,0.47318,1305983559,1306029123,7768295,617965219,24354478,23489125,96.4%,2035251,8.7%,1760490,392958,0,0,6897905,0.744915,0,0,0,0,23489122,17497391,0.964468
lib12494_C95GDANXX,0,55.64476,0,0,1,1,0,1324674997,1192639253,1169924060,21433538,0.002662,0,0.000066,0.002758,0,23807077,23807077,0,0.45842,23807077,496557018,95999,0,13825893,55930166,126897945,0.98324,0.172605,0.194319,0.659081,0.374852,0.006896,0.042222,0.095796,0.847322,0.014662,0.847281,0.47247,1324674997,1324739087,19421725,625869575,24902977,23807080,95.6%,2373540,10.0%,2360038,420146,0,0,9057327,0.662752,0,0,0,0,23807077,15778178,0.955993
lib12495_C95GDANXX,0,55.608851,0,0,1,1,0,1296921528,1165502144,1142020488,20959750,0.002825,0,0.000056,0.002931,0,23323086,23323086,0,0.471891,23323086,556118047,79221,0,12947231,55900985,143032391,0.871059,0.203389,0.25625,0.545682,0.428799,0.006082,0.043103,0.110286,0.835583,0.011029,0.835552,0.406784,1296921528,1296970025,14303470,527567487,24511512,23323089,95.2%,2363337,10.1%,2649246,379704,0,0,9709848,0.684912,0,0,0,0,23323086,15974258,0.951516
lib12496_C95GDANXX,0,55.608211,0,0,1,1,0,154853988,139540248,136880846,2509241,0.002776,0,0.000061,0.002839,0,2784840,2784840,0,0.4771,2784840,53532383,11200,0,1481361,7288593,17839365,0.999632,0.15969,0.190311,0.696886,0.345696,0.007504,0.047068,0.115201,0.82298,0.014752,0.822949,0.477285,154853988,154859970,2284399,73909416,3018656,2784843,92.3%,275600,9.9%,335316,35460,0,0,1121956,0.487205,0,0,0,0,2784840,1356787,0.922543
lib12497_C95GDANXX,0,55.619789,0,0,1,1,0,2124205,1877629,1842814,33759,0.003003,0,0.000017,0.003099,0,38192,38192,0,0.470517,38192,829762,139,0,20797,106852,204727,0.781103,0.052564,0.156,0.972031,0.390622,0.006639,0.050302,0.096378,0.840336,0.012984,0.840326,0.449714,2124205,2124231,27580,955284,75332,38195,50.7%,4434,11.6%,3721,628,0,0,19120,0.086353,0,0,0,0,38192,3298,0.506982
lib12498_C95GDANXX,0,55.577731,0,0,1,1,0,3995714,3516951,3449283,63275,0.003075,0,0.000019,0.003146,0,71895,71895,0,0.455094,71895,1380104,327,0,36686,261403,576323,0.85408,0.192978,0.251524,0.958501,0.345396,0.008835,0.065421,0.144235,0.773458,0.016886,0.773449,0.428062,3995714,3995761,67471,1710413,262223,71898,27.4%,8621,12.0%,10717,967,0,0,40664,0.105751,0,0,0,0,71895,7603,0.274175
lib12499_C95GDANXX,0,55.633367,0,0,1,1,0,1208046147,1056611208,1036528704,18991829,0.002723,0,0.00006,0.002835,0,21715350,21715350,0,0.401624,21715350,533578361,151135,0,12736617,43937600,99744665,0.958673,0.199236,0.245466,0.657844,0.441687,0.011727,0.036371,0.082567,0.853081,0.027983,0.853045,0.411394,1208046147,1208098039,33804852,496983327,25306814,21715353,85.8%,2723522,12.5%,1743868,359086,0,0,9281324,0.725043,0,0,0,0,21715350,15744568,0.858083
lib12500_C95GDANXX,0,55.640892,0,0,1,1,0,553955665,489129750,479836854,8790826,0.002716,0,0.000075,0.002838,0,9956453,9956453,0,0.449574,9956453,184723709,43957,0,5446903,23584267,50132357,1.142899,0.124655,0.122885,0.768084,0.333463,0.008005,0.042574,0.090499,0.837422,0.029508,0.837376,0.503959,553955665,553985928,16345965,279170704,10668387,9956456,93.3%,1165628,11.7%,971424,136288,0,0,4177817,0.683271,0,0,0,0,9956453,6802960,0.933267
lib12501_C95GDANXX,0,55.624696,0,0,1,1,0,810566017,732006281,718017324,13159561,0.002814,0,0.000077,0.002907,0,14572810,14572810,0,0.473002,14572810,285013792,53742,0,8082247,33793482,67430662,1.065973,0.15649,0.170818,0.712929,0.351623,0.006605,0.041691,0.08319,0.865267,0.009853,0.865222,0.513644,810566017,810608122,7986257,416342479,15430643,14572813,94.4%,1413250,9.7%,1336003,198953,0,0,5219023,0.698638,0,0,0,0,14572810,10181119,0.944407
lib12502_C95GDANXX,0,55.613161,0,0,1,1,0,548469613,482141228,472759311,8669416,0.002676,0,0.000063,0.002748,0,9862662,9862662,0,0.433866,9862662,201758251,45544,0,5404972,27528556,38947103,1.198571,0.138209,0.117276,0.759361,0.367857,0.008356,0.050192,0.071011,0.855476,0.023324,0.855438,0.487619,548469613,548493807,12792277,267444302,11181125,9862665,88.2%,1193247,12.1%,728895,146338,0,0,4640950,0.675657,0,0,0,0,9862662,6663778,0.882081
lib12503_C95GDANXX,0,55.614374,0,0,1,1,0,1114954823,990714677,970420507,17814782,0.002938,0,0.000066,0.003042,0,20048751,20048751,0,0.467651,20048751,458139111,56017,0,11362602,44690884,99593196,0.93918,0.163428,0.201777,0.591462,0.410904,0.004906,0.040083,0.089325,0.861995,0.008598,0.861961,0.451091,1114954823,1114998740,9586067,502946200,20922898,20048754,95.8%,2233970,11.1%,1794018,318927,0,0,8805267,0.704144,0,0,0,0,20048751,14117209,0.958221
lib12504_C95GDANXX,0,55.598606,0,0,1,1,0,1451611,1301398,1276387,23406,0.002917,0,0.000015,0.003026,0,26109,26109,0,0.483052,26109,541954,106,0,14493,71789,147923,0.879964,0.161243,0.221649,0.960865,0.373347,0.007261,0.049455,0.101903,0.83404,0.014602,0.834033,0.460694,1451611,1451624,21197,668748,41996,26112,62.2%,2704,10.4%,3102,365,0,0,10359,0.082615,0,0,0,0,26109,2157,0.621702
lib12505_C95GDANXX,0,55.631818,0,0,1,1,0,1150458,995651,977576,17897,0.00299,0,0.000025,0.003037,0,20680,20680,0,0.43264,20680,440930,111,0,10918,88013,135828,0.729995,0.172234,0.315185,0.915167,0.383265,0.010064,0.076503,0.118064,0.790789,0.014645,0.790784,0.407525,1150458,1150466,16848,468840,41740,20683,49.6%,2784,13.5%,2458,309,0,0,13900,0.057253,0,0,0,0,20680,1184,0.495448
lib12506_C95GDANXX,0,55.283014,0,0,1,1,0,195922,162601,154866,2941,0.003721,0,0.00001,0.003828,0,3544,3544,0,0.435102,3544,65764,21,0,1769,20102,24447,0.718113,0,0,1.109773,0.335664,0.011732,0.102602,0.124779,0.757301,0.015317,0.757298,0.421637,195922,195923,3001,82608,10359,3547,34.2%,604,17.0%,489,62,0,0,2870,0.032449,0,0,0,0,3544,115,0.342118
lib12507_C95GDANXX,0,55.572163,0,0,1,1,0,96430394,87420267,85694603,1573009,0.002679,0,0.000062,0.002756,0,1735304,1735304,0,0.486156,1735304,32499931,6234,0,959278,3766757,8869982,0.990066,0.163622,0.202094,0.759511,0.33703,0.006457,0.039062,0.091983,0.855398,0.013559,0.855361,0.518368,96430394,96434597,1307460,49986415,1937405,1735307,89.6%,162296,9.4%,170527,21377,0,0,598033,0.430423,0,0,0,0,1735304,746914,0.895685
lib12508_C95GDANXX,0,55.60893,0,0,1,1,0,25556525,21942718,21517096,394569,0.003058,0,0.00003,0.003162,0,459585,459585,0,0.438911,459585,9275457,2220,0,256225,1467041,2691199,0.93087,0.157527,0.181347,0.873863,0.362939,0.00859,0.057404,0.105304,0.821576,0.015718,0.821559,0.458637,25556525,25557030,401687,11721158,549731,459588,83.6%,65017,14.1%,46779,8352,0,0,277305,0.251046,0,0,0,0,459585,115377,0.836018
lib12509_C95GDANXX,0,55.53823,0,0,1,1,0,14586452,12850455,12589004,231377,0.002981,0,0.000055,0.003051,0,262650,262650,0,0.475203,262650,2643870,1108,0,125426,1033969,2035675,2.748782,0,0,1.566946,0.181255,0.008757,0.070886,0.139559,0.744333,0.045224,0.744299,0.563078,14586452,14587116,659659,8213307,388611,262653,67.6%,31274,11.9%,41833,3370,0,0,123457,0.359791,0,0,0,0,262650,94499,0.675869
