"cellType","ensemblID","geneSet","symbol"
"neutrophil","ENSG00000214655","neut3","ZSWIM8"
"neutrophil","ENSG00000070476","neut3","ZXDC"
"neutrophil","ENSG00000123130","neut4","ACOT9"
"neutrophil","ENSG00000184060","neut4","ADAP2"
"neutrophil","ENSG00000163568","neut4","AIM2"
"neutrophil","ENSG00000100342","neut4","APOL1"
"neutrophil","ENSG00000128335","neut4","APOL2"
"neutrophil","ENSG00000144848","neut4","ATG3"
"neutrophil","ENSG00000168062","neut4","BATF2"
"neutrophil","ENSG00000010671","neut4","BTK"
"neutrophil","ENSG00000136436","neut4","CALCOCO2"
"neutrophil","ENSG00000255221","neut4","CARD17"
"neutrophil","ENSG00000137752","neut4","CASP1"
"neutrophil","ENSG00000196954","neut4","CASP4"
"neutrophil","ENSG00000121797","neut4","CCRL2"
"neutrophil","ENSG00000186407","neut4","CD300E"
"neutrophil","ENSG00000085063","neut4","CD59"
"neutrophil","ENSG00000138433","neut4","CIR1"
"neutrophil","ENSG00000110852","neut4","CLEC2B"
"neutrophil","ENSG00000144655","neut4","CSRNP1"
"neutrophil","ENSG00000119522","neut4","DENND1A"
"neutrophil","ENSG00000073737","neut4","DHRS9"
"neutrophil","ENSG00000086061","neut4","DNAJA1"
"neutrophil","ENSG00000108861","neut4","DUSP3"
"neutrophil","ENSG00000146425","neut4","DYNLT1"
"neutrophil","ENSG00000203666","neut4","EFCAB2"
"neutrophil","ENSG00000023318","neut4","ERP44"
"neutrophil","ENSG00000139083","neut4","ETV6"
"neutrophil","ENSG00000179044","neut4","EXOC3L1"
"neutrophil","ENSG00000116663","neut4","FBXO6"
"neutrophil","ENSG00000150337","neut4","FCGR1A"
"neutrophil","ENSG00000198019","neut4","FCGR1B"
"neutrophil","ENSG00000203747","neut4","FCGR3A"
"neutrophil","ENSG00000099860","neut4","GADD45B"
"neutrophil","ENSG00000162645","neut4","GBP2"
"neutrophil","ENSG00000114745","neut4","GORASP1"
"neutrophil","ENSG00000100226","neut4","GTPBP1"
"neutrophil","ENSG00000172432","neut4","GTPBP2"
"neutrophil","ENSG00000196684","neut4","HSH2D"
"neutrophil","ENSG00000109854","neut4","HTATIP2"
"neutrophil","ENSG00000185885","neut4","IFITM1"
"neutrophil","ENSG00000142089","neut4","IFITM3"
"neutrophil","ENSG00000134470","neut4","IL15RA"
"neutrophil","ENSG00000136689","neut4","IL1RN"
"neutrophil","ENSG00000197272","neut4","IL27"
"neutrophil","ENSG00000125347","neut4","IRF1"
"neutrophil","ENSG00000128604","neut4","IRF5"
"neutrophil","ENSG00000185507","neut4","IRF7"
"neutrophil","ENSG00000103642","neut4","LACTB"
"neutrophil","ENSG00000113368","neut4","LMNB1"
"neutrophil","ENSG00000135363","neut4","LMO2"
"neutrophil","ENSG00000102897","neut4","LYRM1"
"neutrophil","ENSG00000140280","neut4","LYSMD2"
"neutrophil","ENSG00000168404","neut4","MLKL"
"neutrophil","ENSG00000142961","neut4","MOB3C"
"neutrophil","ENSG00000014914","neut4","MTMR11"
"neutrophil","ENSG00000183486","neut4","MX2"
"neutrophil","ENSG00000124357","neut4","NAGK"
"neutrophil","ENSG00000123609","neut4","NMI"
"neutrophil","ENSG00000177989","neut4","ODF3B"
"neutrophil","ENSG00000125779","neut4","PANK2"
"neutrophil","ENSG00000115956","neut4","PLEK"
"neutrophil","ENSG00000140464","neut4","PML"
"neutrophil","ENSG00000070501","neut4","POLB"
"neutrophil","ENSG00000204264","neut4","PSMB8"
"neutrophil","ENSG00000240065","neut4","PSMB9"
"neutrophil","ENSG00000125826","neut4","RBCK1"
"neutrophil","ENSG00000129667","neut4","RHBDF2"
"neutrophil","ENSG00000137275","neut4","RIPK1"
"neutrophil","ENSG00000172426","neut4","RSPH9"
"neutrophil","ENSG00000188282","neut4","RUFY4"
"neutrophil","ENSG00000130066","neut4","SAT1"
"neutrophil","ENSG00000074660","neut4","SCARF1"
"neutrophil","ENSG00000130489","neut4","SCO2"
"neutrophil","ENSG00000141574","neut4","SECTM1"
"neutrophil","ENSG00000108387","neut4","SEPT4"
"neutrophil","ENSG00000149131","neut4","SERPING1"
"neutrophil","ENSG00000164054","neut4","SHISA5"
"neutrophil","ENSG00000167208","neut4","SNX20"
"neutrophil","ENSG00000135604","neut4","STX11"
"neutrophil","ENSG00000168394","neut4","TAP1"
"neutrophil","ENSG00000185339","neut4","TCN2"
"neutrophil","ENSG00000146859","neut4","TMEM140"
"neutrophil","ENSG00000180061","neut4","TMEM150B"
"neutrophil","ENSG00000123610","neut4","TNFAIP6"
"neutrophil","ENSG00000121858","neut4","TNFSF10"
"neutrophil","ENSG00000136827","neut4","TOR1A"
"neutrophil","ENSG00000135148","neut4","TRAFD1"
"neutrophil","ENSG00000132109","neut4","TRIM21"
"neutrophil","ENSG00000025708","neut4","TYMP"
"neutrophil","ENSG00000156587","neut4","UBE2L6"
"neutrophil","ENSG00000110057","neut4","UNC93B1"
"neutrophil","ENSG00000176871","neut4","WSB2"
"neutrophil","ENSG00000124256","neut4","ZBP1"
"neutrophil","ENSG00000160710","neut5","ADAR"
"neutrophil","ENSG00000185722","neut5","ANKFY1"
"neutrophil","ENSG00000152766","neut5","ANKRD22"
"neutrophil","ENSG00000164111","neut5","ANXA5"
"neutrophil","ENSG00000221963","neut5","APOL6"
"neutrophil","ENSG00000113273","neut5","ARSB"
"neutrophil","ENSG00000197536","neut5","C5orf56"
"neutrophil","ENSG00000135205","neut5","CCDC146"
"neutrophil","ENSG00000163823","neut5","CCR1"
"neutrophil","ENSG00000120217","neut5","CD274"
"neutrophil","ENSG00000079385","neut5","CEACAM1"
"neutrophil","ENSG00000086065","neut5","CHMP5"
"neutrophil","ENSG00000120280","neut5","CXorf21"
"neutrophil","ENSG00000070190","neut5","DAPP1"
"neutrophil","ENSG00000188215","neut5","DCUN1D3"
"neutrophil","ENSG00000107201","neut5","DDX58"
"neutrophil","ENSG00000181381","neut5","DDX60L"
"neutrophil","ENSG00000162946","neut5","DISC1"
"neutrophil","ENSG00000163840","neut5","DTX3L"
"neutrophil","ENSG00000055332","neut5","EIF2AK2"
"neutrophil","ENSG00000082397","neut5","EPB41L3"
"neutrophil","ENSG00000187741","neut5","FANCA"
"neutrophil","ENSG00000026103","neut5","FAS"
"neutrophil","ENSG00000196371","neut5","FUT4"
"neutrophil","ENSG00000163251","neut5","FZD5"
"neutrophil","ENSG00000117228","neut5","GBP1"
"neutrophil","ENSG00000154451","neut5","GBP5"
"neutrophil","ENSG00000183347","neut5","GBP6"
"neutrophil","ENSG00000131979","neut5","GCH1"
"neutrophil","ENSG00000023171","neut5","GRAMD1B"
"neutrophil","ENSG00000130589","neut5","HELZ2"
"neutrophil","ENSG00000163565","neut5","IFI16"
"neutrophil","ENSG00000115267","neut5","IFIH1"
"neutrophil","ENSG00000119922","neut5","IFIT2"
"neutrophil","ENSG00000119917","neut5","IFIT3"
"neutrophil","ENSG00000152778","neut5","IFIT5"
"neutrophil","ENSG00000136231","neut5","IGF2BP3"
"neutrophil","ENSG00000164136","neut5","IL15"
"neutrophil","ENSG00000168310","neut5","IRF2"
"neutrophil","ENSG00000165185","neut5","KIAA1958"
"neutrophil","ENSG00000108424","neut5","KPNB1"
"neutrophil","ENSG00000145685","neut5","LHFPL2"
"neutrophil","ENSG00000104972","neut5","LILRB1"
"neutrophil","ENSG00000204103","neut5","MAFB"
"neutrophil","ENSG00000164430","neut5","MB21D1"
"neutrophil","ENSG00000154305","neut5","MIA3"
"neutrophil","ENSG00000204516","neut5","MICB"
"neutrophil","ENSG00000153029","neut5","MR1"
"neutrophil","ENSG00000138119","neut5","MYOF"
"neutrophil","ENSG00000140853","neut5","NLRC5"
"neutrophil","ENSG00000122643","neut5","NT5C3A"
"neutrophil","ENSG00000013374","neut5","NUB1"
"neutrophil","ENSG00000174944","neut5","P2RY14"
"neutrophil","ENSG00000173193","neut5","PARP14"
"neutrophil","ENSG00000138496","neut5","PARP9"
"neutrophil","ENSG00000166889","neut5","PATL1"
"neutrophil","ENSG00000197646","neut5","PDCD1LG2"
"neutrophil","ENSG00000155629","neut5","PIK3AP1"
"neutrophil","ENSG00000188313","neut5","PLSCR1"
"neutrophil","ENSG00000152229","neut5","PSTPIP2"
"neutrophil","ENSG00000132669","neut5","RIN2"
"neutrophil","ENSG00000104312","neut5","RIPK2"
"neutrophil","ENSG00000173821","neut5","RNF213"
"neutrophil","ENSG00000205413","neut5","SAMD9"
"neutrophil","ENSG00000177409","neut5","SAMD9L"
"neutrophil","ENSG00000101347","neut5","SAMHD1"
"neutrophil","ENSG00000188404","neut5","SELL"
"neutrophil","ENSG00000134243","neut5","SORT1"
"neutrophil","ENSG00000067066","neut5","SP100"
"neutrophil","ENSG00000135899","neut5","SP110"
"neutrophil","ENSG00000100596","neut5","SPTLC2"
"neutrophil","ENSG00000068784","neut5","SRBD1"
"neutrophil","ENSG00000115415","neut5","STAT1"
"neutrophil","ENSG00000170581","neut5","STAT2"
"neutrophil","ENSG00000204267","neut5","TAP2"
"neutrophil","ENSG00000196116","neut5","TDRD7"
"neutrophil","ENSG00000145365","neut5","TIFA"
"neutrophil","ENSG00000102524","neut5","TNFSF13B"
"neutrophil","ENSG00000136816","neut5","TOR1B"
"neutrophil","ENSG00000168016","neut5","TRANK1"
"neutrophil","ENSG00000132274","neut5","TRIM22"
"neutrophil","ENSG00000112343","neut5","TRIM38"
"neutrophil","ENSG00000132256","neut5","TRIM5"
"neutrophil","ENSG00000121236","neut5","TRIM6"
"neutrophil","ENSG00000185880","neut5","TRIM69"
"neutrophil","ENSG00000132530","neut5","XAF1"
"neutrophil","ENSG00000141664","neut5","ZCCHC2"
"neutrophil","ENSG00000010539","neut5","ZNF200"
"neutrophil","ENSG00000124201","neut5","ZNFX1"
"unassigned","ENSG00000124593","unma0",""
"unassigned","ENSG00000142396","unma0",""
"unassigned","ENSG00000168824","unma0",""
"unassigned","ENSG00000177359","unma0",""
"unassigned","ENSG00000179240","unma0",""
"unassigned","ENSG00000179859","unma0",""
"unassigned","ENSG00000213204","unma0",""
"unassigned","ENSG00000241489","unma0",""
"unassigned","ENSG00000254469","unma0",""
"unassigned","ENSG00000256591","unma0",""
"unassigned","ENSG00000258539","unma0",""
"unassigned","ENSG00000260300","unma0",""
"unassigned","ENSG00000260729","unma0",""
"unassigned","ENSG00000261582","unma0",""
"unassigned","ENSG00000262621","unma0",""
"unassigned","ENSG00000267216","unma0",""
"unassigned","ENSG00000269693","unma0",""
"unassigned","ENSG00000271254","unma0",""
"unassigned","ENSG00000272899","unma0",""
"unassigned","ENSG00000273154","unma0",""
"unassigned","ENSG00000273748","unma0",""
"unassigned","ENSG00000275063","unma0",""
"unassigned","ENSG00000275464","unma0",""
"unassigned","ENSG00000275993","unma0",""
"unassigned","ENSG00000276345","unma0",""
"unassigned","ENSG00000277117","unma0",""
"unassigned","ENSG00000277836","unma0",""
"unassigned","ENSG00000277856","unma0",""
"unassigned","ENSG00000278384","unma0",""
"unassigned","ENSG00000280071","unma0",""
"unassigned","ENSG00000175899","unma0","A2M"
"unassigned","ENSG00000128274","unma0","A4GALT"
"unassigned","ENSG00000154263","unma0","ABCA10"
"unassigned","ENSG00000179869","unma0","ABCA13"
"unassigned","ENSG00000154262","unma0","ABCA6"
"unassigned","ENSG00000005471","unma0","ABCB4"
"unassigned","ENSG00000091262","unma0","ABCC6"
"unassigned","ENSG00000160179","unma0","ABCG1"
"unassigned","ENSG00000118777","unma0","ABCG2"
"unassigned","ENSG00000143994","unma0","ABHD1"
"unassigned","ENSG00000136379","unma0","ABHD17C"
"unassigned","ENSG00000163686","unma0","ABHD6"
"unassigned","ENSG00000163995","unma0","ABLIM2"
"unassigned","ENSG00000175164","unma0","ABO"
"unassigned","ENSG00000166016","unma0","ABTB2"
"unassigned","ENSG00000230124","unma0","ACBD6"
"unassigned","ENSG00000110455","unma0","ACCS"
"unassigned","ENSG00000159640","unma0","ACE"
"unassigned","ENSG00000167769","unma0","ACER1"
"unassigned","ENSG00000213088","unma0","ACKR1"
"unassigned","ENSG00000144648","unma0","ACKR2"
"unassigned","ENSG00000184227","unma0","ACOT1"
"unassigned","ENSG00000153093","unma0","ACOXL"
"unassigned","ENSG00000162836","unma0","ACP6"
"unassigned","ENSG00000197142","unma0","ACSL5"
"unassigned","ENSG00000166743","unma0","ACSM1"
"unassigned","ENSG00000107796","unma0","ACTA2"
"unassigned","ENSG00000133627","unma0","ACTR3B"
"unassigned","ENSG00000106526","unma0","ACTR3C"
"unassigned","ENSG00000121989","unma0","ACVR2A"
"unassigned","ENSG00000243989","unma0","ACY1"
"unassigned","ENSG00000132744","unma0","ACY3"
"unassigned","ENSG00000119640","unma0","ACYP1"
"unassigned","ENSG00000170634","unma0","ACYP2"
"unassigned","ENSG00000073670","unma0","ADAM11"
"unassigned","ENSG00000148848","unma0","ADAM12"
"unassigned","ENSG00000008277","unma0","ADAM22"
"unassigned","ENSG00000114948","unma0","ADAM23"
"unassigned","ENSG00000042980","unma0","ADAM28"
"unassigned","ENSG00000134028","unma0","ADAMDEC1"
"unassigned","ENSG00000154734","unma0","ADAMTS1"
"unassigned","ENSG00000140470","unma0","ADAMTS17"
"unassigned","ENSG00000158859","unma0","ADAMTS4"
"unassigned","ENSG00000154736","unma0","ADAMTS5"
"unassigned","ENSG00000049192","unma0","ADAMTS6"
"unassigned","ENSG00000136378","unma0","ADAMTS7"
"unassigned","ENSG00000197859","unma0","ADAMTSL2"
"unassigned","ENSG00000185761","unma0","ADAMTSL5"
"unassigned","ENSG00000185736","unma0","ADARB2"
"unassigned","ENSG00000174233","unma0","ADCY6"
"unassigned","ENSG00000162104","unma0","ADCY9"
"unassigned","ENSG00000075340","unma0","ADD2"
"unassigned","ENSG00000020181","unma0","ADGRA2"
"unassigned","ENSG00000121753","unma0","ADGRB2"
"unassigned","ENSG00000111452","unma0","ADGRD1"
"unassigned","ENSG00000174837","unma0","ADGRE1"
"unassigned","ENSG00000173567","unma0","ADGRF3"
"unassigned","ENSG00000112414","unma0","ADGRG6"
"unassigned","ENSG00000006831","unma0","ADIPOR2"
"unassigned","ENSG00000128165","unma0","ADM2"
"unassigned","ENSG00000163485","unma0","ADORA1"
"unassigned","ENSG00000128271","unma0","ADORA2A"
"unassigned","ENSG00000170425","unma0","ADORA2B"
"unassigned","ENSG00000153531","unma0","ADPRHL1"
"unassigned","ENSG00000150594","unma0","ADRA2A"
"unassigned","ENSG00000043591","unma0","ADRB1"
"unassigned","ENSG00000169252","unma0","ADRB2"
"unassigned","ENSG00000185100","unma0","ADSSL1"
"unassigned","ENSG00000157510","unma0","AFAP1L1"
"unassigned","ENSG00000155966","unma0","AFF2"
"unassigned","ENSG00000135537","unma0","AFG1L"
"unassigned","ENSG00000188234","unma0","AGAP4"
"unassigned","ENSG00000204172","unma0","AGAP9"
"unassigned","ENSG00000146856","unma0","AGBL3"
"unassigned","ENSG00000084693","unma0","AGBL5"
"unassigned","ENSG00000026652","unma0","AGPAT4"
"unassigned","ENSG00000063438","unma0","AHRR"
"unassigned","ENSG00000160224","unma0","AIRE"
"unassigned","ENSG00000129474","unma0","AJUBA"
"unassigned","ENSG00000131016","unma0","AKAP12"
"unassigned","ENSG00000111254","unma0","AKAP3"
"unassigned","ENSG00000151320","unma0","AKAP6"
"unassigned","ENSG00000187134","unma0","AKR1C1"
"unassigned","ENSG00000165568","unma0","AKR1E2"
"unassigned","ENSG00000162482","unma0","AKR7A3"
"unassigned","ENSG00000166971","unma0","AKTIP"
"unassigned","ENSG00000165092","unma0","ALDH1A1"
"unassigned","ENSG00000137124","unma0","ALDH1B1"
"unassigned","ENSG00000136010","unma0","ALDH1L2"
"unassigned","ENSG00000164904","unma0","ALDH7A1"
"unassigned","ENSG00000118514","unma0","ALDH8A1"
"unassigned","ENSG00000143149","unma0","ALDH9A1"
"unassigned","ENSG00000179593","unma0","ALOX15B"
"unassigned","ENSG00000003393","unma0","ALS2"
"unassigned","ENSG00000155749","unma0","ALS2CR12"
"unassigned","ENSG00000242110","unma0","AMACR"
"unassigned","ENSG00000139344","unma0","AMDHD1"
"unassigned","ENSG00000104899","unma0","AMH"
"unassigned","ENSG00000144233","unma0","AMMECR1L"
"unassigned","ENSG00000151743","unma0","AMN1"
"unassigned","ENSG00000166025","unma0","AMOTL1"
"unassigned","ENSG00000174945","unma0","AMZ1"
"unassigned","ENSG00000196704","unma0","AMZ2"
"unassigned","ENSG00000053900","unma0","ANAPC4"
"unassigned","ENSG00000130812","unma0","ANGPTL6"
"unassigned","ENSG00000151687","unma0","ANKAR"
"unassigned","ENSG00000166839","unma0","ANKDD1A"
"unassigned","ENSG00000189045","unma0","ANKDD1B"
"unassigned","ENSG00000131503","unma0","ANKHD1"
"unassigned","ENSG00000254996","unma0","ANKHD1-EIF4EBP3"
"unassigned","ENSG00000170209","unma0","ANKK1"
"unassigned","ENSG00000160117","unma0","ANKLE1"
"unassigned","ENSG00000198720","unma0","ANKRD13B"
"unassigned","ENSG00000163126","unma0","ANKRD23"
"unassigned","ENSG00000145700","unma0","ANKRD31"
"unassigned","ENSG00000272031","unma0","ANKRD34A"
"unassigned","ENSG00000189127","unma0","ANKRD34B"
"unassigned","ENSG00000198483","unma0","ANKRD35"
"unassigned","ENSG00000135976","unma0","ANKRD36"
"unassigned","ENSG00000196912","unma0","ANKRD36B"
"unassigned","ENSG00000174501","unma0","ANKRD36C"
"unassigned","ENSG00000164512","unma0","ANKRD55"
"unassigned","ENSG00000135299","unma0","ANKRD6"
"unassigned","ENSG00000206199","unma0","ANKUB1"
"unassigned","ENSG00000171714","unma0","ANO5"
"unassigned","ENSG00000139223","unma0","ANP32D"
"unassigned","ENSG00000196975","unma0","ANXA4"
"unassigned","ENSG00000138279","unma0","ANXA7"
"unassigned","ENSG00000143412","unma0","ANXA9"
"unassigned","ENSG00000129354","unma0","AP1M2"
"unassigned","ENSG00000006125","unma0","AP2B1"
"unassigned","ENSG00000103723","unma0","AP3B2"
"unassigned","ENSG00000157823","unma0","AP3S2"
"unassigned","ENSG00000107282","unma0","APBA1"
"unassigned","ENSG00000163697","unma0","APBB2"
"unassigned","ENSG00000154856","unma0","APCDD1"
"unassigned","ENSG00000169621","unma0","APLF"
"unassigned","ENSG00000179750","unma0","APOBEC3B"
"unassigned","ENSG00000128394","unma0","APOBEC3F"
"unassigned","ENSG00000239713","unma0","APOBEC3G"
"unassigned","ENSG00000100298","unma0","APOBEC3H"
"unassigned","ENSG00000178878","unma0","APOLD1"
"unassigned","ENSG00000204444","unma0","APOM"
"unassigned","ENSG00000169083","unma0","AR"
"unassigned","ENSG00000081181","unma0","ARG2"
"unassigned","ENSG00000140750","unma0","ARHGAP17"
"unassigned","ENSG00000137727","unma0","ARHGAP20"
"unassigned","ENSG00000128805","unma0","ARHGAP22"
"unassigned","ENSG00000275832","unma0","ARHGAP23"
"unassigned","ENSG00000137962","unma0","ARHGAP29"
"unassigned","ENSG00000147799","unma0","ARHGAP39"
"unassigned","ENSG00000165895","unma0","ARHGAP42"
"unassigned","ENSG00000006740","unma0","ARHGAP44"
"unassigned","ENSG00000104728","unma0","ARHGEF10"
"unassigned","ENSG00000110237","unma0","ARHGEF17"
"unassigned","ENSG00000240771","unma0","ARHGEF25"
"unassigned","ENSG00000183111","unma0","ARHGEF37"
"unassigned","ENSG00000137135","unma0","ARHGEF39"
"unassigned","ENSG00000221883","unma0","ARIH2OS"
"unassigned","ENSG00000185829","unma0","ARL17A"
"unassigned","ENSG00000228696","unma0","ARL17B"
"unassigned","ENSG00000113966","unma0","ARL6"
"unassigned","ENSG00000170632","unma0","ARMC10"
"unassigned","ENSG00000157343","unma0","ARMC12"
"unassigned","ENSG00000118690","unma0","ARMC2"
"unassigned","ENSG00000165309","unma0","ARMC3"
"unassigned","ENSG00000135931","unma0","ARMC9"
"unassigned","ENSG00000126947","unma0","ARMCX1"
"unassigned","ENSG00000196440","unma0","ARMCX4"
"unassigned","ENSG00000198960","unma0","ARMCX6"
"unassigned","ENSG00000029153","unma0","ARNTL2"
"unassigned","ENSG00000242498","unma0","ARPIN"
"unassigned","ENSG00000141337","unma0","ARSG"
"unassigned","ENSG00000088280","unma0","ASAP3"
"unassigned","ENSG00000115239","unma0","ASB3"
"unassigned","ENSG00000102048","unma0","ASB9"
"unassigned","ENSG00000183734","unma0","ASCL2"
"unassigned","ENSG00000105011","unma0","ASF1B"
"unassigned","ENSG00000129691","unma0","ASH2L"
"unassigned","ENSG00000128203","unma0","ASPHD2"
"unassigned","ENSG00000162174","unma0","ASRGL1"
"unassigned","ENSG00000188886","unma0","ASTL"
"unassigned","ENSG00000215915","unma0","ATAD3C"
"unassigned","ENSG00000152348","unma0","ATG10"
"unassigned","ENSG00000198513","unma0","ATL1"
"unassigned","ENSG00000168874","unma0","ATOH8"
"unassigned","ENSG00000127249","unma0","ATP13A4"
"unassigned","ENSG00000132681","unma0","ATP1A4"
"unassigned","ENSG00000129244","unma0","ATP1B2"
"unassigned","ENSG00000166896","unma0","ATP23"
"unassigned","ENSG00000125375","unma0","ATP5S"
"unassigned","ENSG00000205464","unma0","ATP6AP1L"
"unassigned","ENSG00000185883","unma0","ATP6V0C"
"unassigned","ENSG00000250565","unma0","ATP6V1E2"
"unassigned","ENSG00000213760","unma0","ATP6V1G2"
"unassigned","ENSG00000148090","unma0","AUH"
"unassigned","ENSG00000127423","unma0","AUNIP"
"unassigned","ENSG00000105146","unma0","AURKC"
"unassigned","ENSG00000167601","unma0","AXL"
"unassigned","ENSG00000172232","unma0","AZU1"
"unassigned","ENSG00000169255","unma0","B3GALNT1"
"unassigned","ENSG00000162630","unma0","B3GALT2"
"unassigned","ENSG00000179913","unma0","B3GNT3"
"unassigned","ENSG00000237172","unma0","B3GNT9"
"unassigned","ENSG00000139044","unma0","B4GALNT3"
"unassigned","ENSG00000182272","unma0","B4GALNT4"
"unassigned","ENSG00000086062","unma0","B4GALT1"
"unassigned","ENSG00000108641","unma0","B9D1"
"unassigned","ENSG00000164929","unma0","BAALC"
"unassigned","ENSG00000186318","unma0","BACE1"
"unassigned","ENSG00000266074","unma0","BAHCC1"
"unassigned","ENSG00000006453","unma0","BAIAP2L1"
"unassigned","ENSG00000128298","unma0","BAIAP2L2"
"unassigned","ENSG00000095739","unma0","BAMBI"
"unassigned","ENSG00000123685","unma0","BATF3"
"unassigned","ENSG00000140463","unma0","BBS4"
"unassigned","ENSG00000163093","unma0","BBS5"
"unassigned","ENSG00000137936","unma0","BCAR3"
"unassigned","ENSG00000064787","unma0","BCAS1"
"unassigned","ENSG00000141376","unma0","BCAS3"
"unassigned","ENSG00000099968","unma0","BCL2L13"
"unassigned","ENSG00000121380","unma0","BCL2L14"
"unassigned","ENSG00000188761","unma0","BCL2L15"
"unassigned","ENSG00000129473","unma0","BCL2L2"
"unassigned","ENSG00000197580","unma0","BCO2"
"unassigned","ENSG00000183092","unma0","BEGAIN"
"unassigned","ENSG00000178409","unma0","BEND3"
"unassigned","ENSG00000142959","unma0","BEST4"
"unassigned","ENSG00000133169","unma0","BEX1"
"unassigned","ENSG00000184515","unma0","BEX5"
"unassigned","ENSG00000170819","unma0","BFSP2"
"unassigned","ENSG00000134107","unma0","BHLHE40"
"unassigned","ENSG00000123095","unma0","BHLHE41"
"unassigned","ENSG00000168487","unma0","BMP1"
"unassigned","ENSG00000125845","unma0","BMP2"
"unassigned","ENSG00000152785","unma0","BMP3"
"unassigned","ENSG00000116985","unma0","BMP8B"
"unassigned","ENSG00000176720","unma0","BOK"
"unassigned","ENSG00000165714","unma0","BORCS5"
"unassigned","ENSG00000101425","unma0","BPI"
"unassigned","ENSG00000166164","unma0","BRD7"
"unassigned","ENSG00000160469","unma0","BRSK1"
"unassigned","ENSG00000168000","unma0","BSCL2"
"unassigned","ENSG00000164061","unma0","BSN"
"unassigned","ENSG00000119411","unma0","BSPRY"
"unassigned","ENSG00000169814","unma0","BTD"
"unassigned","ENSG00000124557","unma0","BTN1A1"
"unassigned","ENSG00000124508","unma0","BTN2A2"
"unassigned","ENSG00000186470","unma0","BTN3A2"
"unassigned","ENSG00000111801","unma0","BTN3A3"
"unassigned","ENSG00000168903","unma0","BTNL3"
"unassigned","ENSG00000165810","unma0","BTNL9"
"unassigned","ENSG00000165507","unma0","C10orf10"
"unassigned","ENSG00000120029","unma0","C10orf76"
"unassigned","ENSG00000174370","unma0","C11orf45"
"unassigned","ENSG00000109944","unma0","C11orf63"
"unassigned","ENSG00000180425","unma0","C11orf71"
"unassigned","ENSG00000166352","unma0","C11orf74"
"unassigned","ENSG00000182993","unma0","C12orf60"
"unassigned","ENSG00000174456","unma0","C12orf76"
"unassigned","ENSG00000227051","unma0","C14orf132"
"unassigned","ENSG00000179476","unma0","C14orf28"
"unassigned","ENSG00000140104","unma0","C14orf79"
"unassigned","ENSG00000188277","unma0","C15orf62"
"unassigned","ENSG00000261652","unma0","C15orf65"
"unassigned","ENSG00000166780","unma0","C16orf45"
"unassigned","ENSG00000103544","unma0","C16orf62"
"unassigned","ENSG00000260456","unma0","C16orf95"
"unassigned","ENSG00000205832","unma0","C16orf96"
"unassigned","ENSG00000205710","unma0","C17orf107"
"unassigned","ENSG00000212719","unma0","C17orf51"
"unassigned","ENSG00000125319","unma0","C17orf53"
"unassigned","ENSG00000186665","unma0","C17orf58"
"unassigned","ENSG00000214226","unma0","C17orf67"
"unassigned","ENSG00000187624","unma0","C17orf97"
"unassigned","ENSG00000177576","unma0","C18orf32"
"unassigned","ENSG00000141452","unma0","C18orf8"
"unassigned","ENSG00000131943","unma0","C19orf12"
"unassigned","ENSG00000167644","unma0","C19orf33"
"unassigned","ENSG00000188493","unma0","C19orf54"
"unassigned","ENSG00000132016","unma0","C19orf57"
"unassigned","ENSG00000262874","unma0","C19orf84"
"unassigned","ENSG00000000460","unma0","C1orf112"
"unassigned","ENSG00000162817","unma0","C1orf115"
"unassigned","ENSG00000175262","unma0","C1orf127"
"unassigned","ENSG00000143633","unma0","C1orf131"
"unassigned","ENSG00000198912","unma0","C1orf174"
"unassigned","ENSG00000263961","unma0","C1orf186"
"unassigned","ENSG00000119280","unma0","C1orf198"
"unassigned","ENSG00000188004","unma0","C1orf204"
"unassigned","ENSG00000239887","unma0","C1orf226"
"unassigned","ENSG00000162642","unma0","C1orf52"
"unassigned","ENSG00000118292","unma0","C1orf54"
"unassigned","ENSG00000125462","unma0","C1orf61"
"unassigned","ENSG00000162757","unma0","C1orf74"
"unassigned","ENSG00000173369","unma0","C1QB"
"unassigned","ENSG00000082196","unma0","C1QTNF3"
"unassigned","ENSG00000172247","unma0","C1QTNF4"
"unassigned","ENSG00000182326","unma0","C1S"
"unassigned","ENSG00000196421","unma0","C20orf204"
"unassigned","ENSG00000196476","unma0","C20orf96"
"unassigned","ENSG00000160221","unma0","C21orf33"
"unassigned","ENSG00000169314","unma0","C22orf15"
"unassigned","ENSG00000184208","unma0","C22orf46"
"unassigned","ENSG00000157617","unma0","C2CD2"
"unassigned","ENSG00000119147","unma0","C2orf40"
"unassigned","ENSG00000237651","unma0","C2orf74"
"unassigned","ENSG00000125730","unma0","C3"
"unassigned","ENSG00000171860","unma0","C3AR1"
"unassigned","ENSG00000114405","unma0","C3orf14"
"unassigned","ENSG00000131379","unma0","C3orf20"
"unassigned","ENSG00000114529","unma0","C3orf52"
"unassigned","ENSG00000163633","unma0","C4orf36"
"unassigned","ENSG00000181215","unma0","C4orf50"
"unassigned","ENSG00000106804","unma0","C5"
"unassigned","ENSG00000181751","unma0","C5orf30"
"unassigned","ENSG00000172244","unma0","C5orf34"
"unassigned","ENSG00000164241","unma0","C5orf63"
"unassigned","ENSG00000203872","unma0","C6orf163"
"unassigned","ENSG00000243317","unma0","C7orf73"
